freq,unit,sector,na_item,geo,valor,estado,anyo
A,MIO_EUR,S13,TR,FR,1424435.6,,2022
A,MIO_EUR,S13,TR,FR,1456350.5,,2023
A,MIO_EUR,S13,TR,FR,1503590.1,,2024
A,MIO_EUR,S13,TR,IT,820050.0,,2018
A,MIO_EUR,S13,TR,IT,847437.0,,2019
A,MIO_EUR,S13,TR,IT,791669.0,,2020
A,MIO_EUR,S13,TR,IT,868994.0,,2021
A,MIO_EUR,S13,TR,IT,935758.0,,2022
A,MIO_EUR,S13,TR,IT,996217.0,,2023
A,MIO_EUR,S13,TR,IT,1036025.0,,2024
A,MIO_EUR,S13,TR,PT,87853.0,,2018
A,MIO_EUR,S13,TR,PT,91366.2,,2019
A,MIO_EUR,S13,TR,PT,87189.7,,2020
A,MIO_EUR,S13,TR,PT,96378.0,,2021
A,MIO_EUR,S13,TR,PT,106276.3,,2022
A,MIO_EUR,S13,TR,PT,116670.6,,2023
A,MIO_EUR,S13,TR,PT,124667.8,,2024
