Comunidades autónomas;Tipología penal;periodo;Total
GALICIA;3.3.-Corrupción de menores o incapacitados;2021;8
GALICIA;3.3.-Corrupción de menores o incapacitados;2020;7
GALICIA;3.3.-Corrupción de menores o incapacitados;2019;14
GALICIA;3.3.-Corrupción de menores o incapacitados;2018;4
GALICIA;3.4.-Pornografía de menores;2024;40
GALICIA;3.4.-Pornografía de menores;2023;43
GALICIA;3.4.-Pornografía de menores;2022;29
GALICIA;3.4.-Pornografía de menores;2021;40
GALICIA;3.4.-Pornografía de menores;2020;36
GALICIA;3.4.-Pornografía de menores;2019;39
GALICIA;3.4.-Pornografía de menores;2018;36
GALICIA;3.5.-Otros contra la libertad sexual;2024;126
GALICIA;3.5.-Otros contra la libertad sexual;2023;166
GALICIA;3.5.-Otros contra la libertad sexual;2022;83
GALICIA;3.5.-Otros contra la libertad sexual;2021;119
GALICIA;3.5.-Otros contra la libertad sexual;2020;87
GALICIA;3.5.-Otros contra la libertad sexual;2019;89
GALICIA;3.5.-Otros contra la libertad sexual;2018;67
GALICIA;4. RELACIONES FAMILIARES;2024;249
GALICIA;4. RELACIONES FAMILIARES;2023;204
GALICIA;4. RELACIONES FAMILIARES;2022;190
GALICIA;4. RELACIONES FAMILIARES;2021;167
GALICIA;4. RELACIONES FAMILIARES;2020;177
GALICIA;4. RELACIONES FAMILIARES;2019;171
GALICIA;4. RELACIONES FAMILIARES;2018;190
GALICIA;5. PATRIMONIO;2024;66.023
GALICIA;5. PATRIMONIO;2023;65.713
GALICIA;5. PATRIMONIO;2022;68.054
GALICIA;5. PATRIMONIO;2021;63.769
GALICIA;5. PATRIMONIO;2020;50.924
GALICIA;5. PATRIMONIO;2019;56.924
GALICIA;5. PATRIMONIO;2018;55.664
GALICIA;5.1.-Hurtos;2024;19.620
GALICIA;5.1.-Hurtos;2023;20.300
GALICIA;5.1.-Hurtos;2022;19.527
GALICIA;5.1.-Hurtos;2021;15.367
GALICIA;5.1.-Hurtos;2020;12.348
GALICIA;5.1.-Hurtos;2019;18.846
GALICIA;5.1.-Hurtos;2018;19.903
GALICIA;5.2.-Robos con fuerza en las cosas;2024;8.954
GALICIA;5.2.-Robos con fuerza en las cosas;2023;9.491
GALICIA;5.2.-Robos con fuerza en las cosas;2022;8.661
GALICIA;5.2.-Robos con fuerza en las cosas;2021;7.873
GALICIA;5.2.-Robos con fuerza en las cosas;2020;7.538
GALICIA;5.2.-Robos con fuerza en las cosas;2019;9.618
GALICIA;5.2.-Robos con fuerza en las cosas;2018;9.990
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;3.076
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;3.251
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;3.193
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;2.917
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;2.288
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;2.759
GALICIA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;2.945
GALICIA;5.2.2.-Robos con fuerza en viviendas;2024;2.575
GALICIA;5.2.2.-Robos con fuerza en viviendas;2023;2.684
GALICIA;5.2.2.-Robos con fuerza en viviendas;2022;2.690
GALICIA;5.2.2.-Robos con fuerza en viviendas;2021;2.593
GALICIA;5.2.2.-Robos con fuerza en viviendas;2020;2.403
GALICIA;5.2.2.-Robos con fuerza en viviendas;2019;3.135
GALICIA;5.2.2.-Robos con fuerza en viviendas;2018;3.395
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2024;1.728
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2023;1.934
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2022;1.361
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2021;1.110
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2020;1.568
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2019;2.072
GALICIA;5.2.3.-Robos con fuerza en establecimientos;2018;1.933
GALICIA;5.3.-Robos con violencia o intimidación;2024;997
GALICIA;5.3.-Robos con violencia o intimidación;2023;1.049
GALICIA;5.3.-Robos con violencia o intimidación;2022;963
GALICIA;5.3.-Robos con violencia o intimidación;2021;853
GALICIA;5.3.-Robos con violencia o intimidación;2020;767
GALICIA;5.3.-Robos con violencia o intimidación;2019;945
GALICIA;5.3.-Robos con violencia o intimidación;2018;951
GALICIA;5.3.1.-Robos con violencia en vía pública;2024;538
GALICIA;5.3.1.-Robos con violencia en vía pública;2023;552
GALICIA;5.3.1.-Robos con violencia en vía pública;2022;529
GALICIA;5.3.1.-Robos con violencia en vía pública;2021;474
GALICIA;5.3.1.-Robos con violencia en vía pública;2020;343
GALICIA;5.3.1.-Robos con violencia en vía pública;2019;450
GALICIA;5.3.1.-Robos con violencia en vía pública;2018;497
GALICIA;5.3.2.-Robos con violencia en viviendas;2024;126
GALICIA;5.3.2.-Robos con violencia en viviendas;2023;100
GALICIA;5.3.2.-Robos con violencia en viviendas;2022;95
GALICIA;5.3.2.-Robos con violencia en viviendas;2021;84
GALICIA;5.3.2.-Robos con violencia en viviendas;2020;105
GALICIA;5.3.2.-Robos con violencia en viviendas;2019;114
GALICIA;5.3.2.-Robos con violencia en viviendas;2018;119
GALICIA;5.3.3.-Robos con violencia en establecimientos;2024;224
GALICIA;5.3.3.-Robos con violencia en establecimientos;2023;274
GALICIA;5.3.3.-Robos con violencia en establecimientos;2022;215
GALICIA;5.3.3.-Robos con violencia en establecimientos;2021;197
GALICIA;5.3.3.-Robos con violencia en establecimientos;2020;224
GALICIA;5.3.3.-Robos con violencia en establecimientos;2019;234
GALICIA;5.3.3.-Robos con violencia en establecimientos;2018;212
GALICIA;5.4.-Sustracción de vehículos;2024;547
GALICIA;5.4.-Sustracción de vehículos;2023;580
GALICIA;5.4.-Sustracción de vehículos;2022;528
GALICIA;5.4.-Sustracción de vehículos;2021;405
GALICIA;5.4.-Sustracción de vehículos;2020;437
GALICIA;5.4.-Sustracción de vehículos;2019;604
GALICIA;5.4.-Sustracción de vehículos;2018;584
GALICIA;5.5.-Estafas;2024;22.817
GALICIA;5.5.-Estafas;2023;21.800
GALICIA;5.5.-Estafas;2022;25.902
GALICIA;5.5.-Estafas;2021;28.236
GALICIA;5.5.-Estafas;2020;19.807
GALICIA;5.5.-Estafas;2019;15.690
GALICIA;5.5.-Estafas;2018;12.961
GALICIA;5.5.1.-Estafas informáticas;2024;20.032
GALICIA;5.5.1.-Estafas informáticas;2023;18.721
GALICIA;5.5.1.-Estafas informáticas;2022;18.456
GALICIA;5.5.1.-Estafas informáticas;2021;19.496
GALICIA;5.5.1.-Estafas informáticas;2020;12.696
GALICIA;5.5.1.-Estafas informáticas;2019;9.999
GALICIA;5.5.1.-Estafas informáticas;2018;6.836
GALICIA;5.6.-Daños;2024;10.084
GALICIA;5.6.-Daños;2023;9.927
GALICIA;5.6.-Daños;2022;10.280
GALICIA;5.6.-Daños;2021;9.089
GALICIA;5.6.-Daños;2020;8.188
GALICIA;5.6.-Daños;2019;9.311
GALICIA;5.6.-Daños;2018;9.413
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2024;36
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2023;37
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2022;40
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2021;29
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2020;31
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2019;101
GALICIA;5.7.-Contra la propiedad intelectual/industrial;2018;117
GALICIA;5.8.-Blanqueo de capitales;2024;40
GALICIA;5.8.-Blanqueo de capitales;2023;13
GALICIA;5.8.-Blanqueo de capitales;2022;13
GALICIA;5.8.-Blanqueo de capitales;2021;4
GALICIA;5.8.-Blanqueo de capitales;2020;17
GALICIA;5.8.-Blanqueo de capitales;2019;8
GALICIA;5.8.-Blanqueo de capitales;2018;13
GALICIA;5.9.-Otros contra el patrimonio;2024;2.928
GALICIA;5.9.-Otros contra el patrimonio;2023;2.516
GALICIA;5.9.-Otros contra el patrimonio;2022;2.140
GALICIA;5.9.-Otros contra el patrimonio;2021;1.913
GALICIA;5.9.-Otros contra el patrimonio;2020;1.791
GALICIA;5.9.-Otros contra el patrimonio;2019;1.801
GALICIA;5.9.-Otros contra el patrimonio;2018;1.732
GALICIA;6. SEGURIDAD COLECTIVA;2024;4.244
GALICIA;6. SEGURIDAD COLECTIVA;2023;4.789
GALICIA;6. SEGURIDAD COLECTIVA;2022;5.169
GALICIA;6. SEGURIDAD COLECTIVA;2021;4.459
GALICIA;6. SEGURIDAD COLECTIVA;2020;4.324
GALICIA;6. SEGURIDAD COLECTIVA;2019;4.992
GALICIA;6. SEGURIDAD COLECTIVA;2018;4.806
GALICIA;6.1.-Tráfico de drogas;2024;483
GALICIA;6.1.-Tráfico de drogas;2023;488
GALICIA;6.1.-Tráfico de drogas;2022;505
GALICIA;6.1.-Tráfico de drogas;2021;458
GALICIA;6.1.-Tráfico de drogas;2020;552
GALICIA;6.1.-Tráfico de drogas;2019;517
GALICIA;6.1.-Tráfico de drogas;2018;433
GALICIA;6.2.-Contra la seguridad vial;2024;3.619
GALICIA;6.2.-Contra la seguridad vial;2023;4.147
GALICIA;6.2.-Contra la seguridad vial;2022;4.481
GALICIA;6.2.-Contra la seguridad vial;2021;3.844
GALICIA;6.2.-Contra la seguridad vial;2020;3.609
GALICIA;6.2.-Contra la seguridad vial;2019;4.331
GALICIA;6.2.-Contra la seguridad vial;2018;4.246
GALICIA;6.3.-Otros contra la seguridad colectiva;2024;142
GALICIA;6.3.-Otros contra la seguridad colectiva;2023;154
GALICIA;6.3.-Otros contra la seguridad colectiva;2022;183
GALICIA;6.3.-Otros contra la seguridad colectiva;2021;157
GALICIA;6.3.-Otros contra la seguridad colectiva;2020;163
GALICIA;6.3.-Otros contra la seguridad colectiva;2019;144
GALICIA;6.3.-Otros contra la seguridad colectiva;2018;127
GALICIA;7. FALSEDADES;2024;1.960
GALICIA;7. FALSEDADES;2023;1.634
GALICIA;7. FALSEDADES;2022;1.404
GALICIA;7. FALSEDADES;2021;1.491
GALICIA;7. FALSEDADES;2020;1.004
GALICIA;7. FALSEDADES;2019;886
GALICIA;7. FALSEDADES;2018;803
GALICIA;8. ADMÓN. PÚBLICA;2024;35
GALICIA;8. ADMÓN. PÚBLICA;2023;33
GALICIA;8. ADMÓN. PÚBLICA;2022;25
GALICIA;8. ADMÓN. PÚBLICA;2021;11
GALICIA;8. ADMÓN. PÚBLICA;2020;19
GALICIA;8. ADMÓN. PÚBLICA;2019;21
GALICIA;8. ADMÓN. PÚBLICA;2018;16
GALICIA;9. ADMÓN. JUSTICIA;2024;1.928
GALICIA;9. ADMÓN. JUSTICIA;2023;1.779
GALICIA;9. ADMÓN. JUSTICIA;2022;1.568
GALICIA;9. ADMÓN. JUSTICIA;2021;1.459
GALICIA;9. ADMÓN. JUSTICIA;2020;1.403
GALICIA;9. ADMÓN. JUSTICIA;2019;1.409
GALICIA;9. ADMÓN. JUSTICIA;2018;1.266
GALICIA;10. ORDEN PÚBLICO;2024;1.025
GALICIA;10. ORDEN PÚBLICO;2023;988
GALICIA;10. ORDEN PÚBLICO;2022;973
GALICIA;10. ORDEN PÚBLICO;2021;916
GALICIA;10. ORDEN PÚBLICO;2020;1.108
GALICIA;10. ORDEN PÚBLICO;2019;718
GALICIA;10. ORDEN PÚBLICO;2018;795
GALICIA;11. LEGISLACIÓN ESPECIAL;2024;5
GALICIA;11. LEGISLACIÓN ESPECIAL;2023;7
GALICIA;11. LEGISLACIÓN ESPECIAL;2022;7
GALICIA;11. LEGISLACIÓN ESPECIAL;2021;1
GALICIA;11. LEGISLACIÓN ESPECIAL;2020;7
GALICIA;11. LEGISLACIÓN ESPECIAL;2019;6
GALICIA;11. LEGISLACIÓN ESPECIAL;2018;1
GALICIA;12. OTRAS INFRACCIONES PENALES;2024;741
GALICIA;12. OTRAS INFRACCIONES PENALES;2023;762
GALICIA;12. OTRAS INFRACCIONES PENALES;2022;619
GALICIA;12. OTRAS INFRACCIONES PENALES;2021;594
GALICIA;12. OTRAS INFRACCIONES PENALES;2020;528
GALICIA;12. OTRAS INFRACCIONES PENALES;2019;544
GALICIA;12. OTRAS INFRACCIONES PENALES;2018;591
GALICIA;TOTAL INFRACCIONES PENALES;2024;95.255
GALICIA;TOTAL INFRACCIONES PENALES;2023;94.800
GALICIA;TOTAL INFRACCIONES PENALES;2022;94.904
GALICIA;TOTAL INFRACCIONES PENALES;2021;88.255
GALICIA;TOTAL INFRACCIONES PENALES;2020;73.344
GALICIA;TOTAL INFRACCIONES PENALES;2019;80.024
GALICIA;TOTAL INFRACCIONES PENALES;2018;78.526
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2024;36.458
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2023;34.880
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2022;33.243
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2021;29.383
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2020;25.967
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2019;29.288
MADRID (COMUNIDAD DE);1. CONTRA LAS PERSONAS;2018;27.360
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2024;176
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2023;206
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2022;183
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2021;131
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2020;136
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2019;110
MADRID (COMUNIDAD DE);1.1.-Homicidios dolosos/asesinatos;2018;114
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2024;21
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2023;33
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2022;46
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2021;37
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2020;38
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2019;32
MADRID (COMUNIDAD DE);1.1.1.-Homicidios dolosos/asesinatos consumados;2018;36
MADRID (COMUNIDAD DE);1.2.-Lesiones;2024;14.141
MADRID (COMUNIDAD DE);1.2.-Lesiones;2023;13.662
MADRID (COMUNIDAD DE);1.2.-Lesiones;2022;13.585
MADRID (COMUNIDAD DE);1.2.-Lesiones;2021;12.094
MADRID (COMUNIDAD DE);1.2.-Lesiones;2020;10.596
MADRID (COMUNIDAD DE);1.2.-Lesiones;2019;13.704
MADRID (COMUNIDAD DE);1.2.-Lesiones;2018;13.078
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2024;21.237
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2023;20.263
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2022;18.839
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2021;16.618
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2020;14.809
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2019;14.907
MADRID (COMUNIDAD DE);1.3.-Malos tratos ámbito familiar;2018;13.753
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2024;904
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2023;749
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2022;636
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2021;540
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2020;426
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2019;567
MADRID (COMUNIDAD DE);1.4.-Otros contra las personas;2018;415
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2024;19.476
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2023;18.647
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2022;17.369
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2021;17.576
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2020;15.636
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2019;15.655
MADRID (COMUNIDAD DE);2. CONTRA LA LIBERTAD;2018;14.497
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2024;1.326
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2023;1.347
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2022;1.183
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2021;1.284
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2020;1.104
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2019;1.223
MADRID (COMUNIDAD DE);2.1.-Malos tratos habituales en el ámbito familiar;2018;1.038
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2024;18.150
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2023;17.300
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2022;16.186
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2021;16.292
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2020;14.532
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2019;14.432
MADRID (COMUNIDAD DE);2.2.-Otros contra la libertad;2018;13.459
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2024;3.212
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2023;3.066
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2022;2.663
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2021;2.420
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2020;1.976
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2019;2.215
MADRID (COMUNIDAD DE);3. LIBERTAD SEXUAL;2018;2.014
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2024;1.940
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2023;1.804
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2022;1.578
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2021;1.390
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2020;1.084
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2019;1.292
MADRID (COMUNIDAD DE);3.1.-Agresión sexual;2018;1.172
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2024;665
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2023;649
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2022;613
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2021;538
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2020;473
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2019;455
MADRID (COMUNIDAD DE);3.2.-Agresión sexual con penetración;2018;408
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2024;56
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2023;50
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2022;43
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2021;46
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2020;46
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2019;55
MADRID (COMUNIDAD DE);3.3.-Corrupción de menores o incapacitados;2018;45
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2024;124
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2023;135
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2022;88
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2021;104
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2020;95
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2019;108
MADRID (COMUNIDAD DE);3.4.-Pornografía de menores;2018;99
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2024;427
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2023;428
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2022;341
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2021;342
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2020;278
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2019;305
MADRID (COMUNIDAD DE);3.5.-Otros contra la libertad sexual;2018;290
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2024;747
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2023;723
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2022;862
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2021;930
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2020;754
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2019;822
MADRID (COMUNIDAD DE);4. RELACIONES FAMILIARES;2018;862
MADRID (COMUNIDAD DE);5. PATRIMONIO;2024;306.730
MADRID (COMUNIDAD DE);5. PATRIMONIO;2023;323.394
MADRID (COMUNIDAD DE);5. PATRIMONIO;2022;319.089
MADRID (COMUNIDAD DE);5. PATRIMONIO;2021;269.675
MADRID (COMUNIDAD DE);5. PATRIMONIO;2020;243.275
MADRID (COMUNIDAD DE);5. PATRIMONIO;2019;337.836
MADRID (COMUNIDAD DE);5. PATRIMONIO;2018;325.802
MADRID (COMUNIDAD DE);5.1.-Hurtos;2024;117.488
MADRID (COMUNIDAD DE);5.1.-Hurtos;2023;128.366
MADRID (COMUNIDAD DE);5.1.-Hurtos;2022;132.920
MADRID (COMUNIDAD DE);5.1.-Hurtos;2021;108.778
MADRID (COMUNIDAD DE);5.1.-Hurtos;2020;92.213
MADRID (COMUNIDAD DE);5.1.-Hurtos;2019;154.169
MADRID (COMUNIDAD DE);5.1.-Hurtos;2018;152.704
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2024;40.866
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2023;41.106
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2022;39.960
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2021;33.408
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2020;31.715
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2019;47.391
MADRID (COMUNIDAD DE);5.2.-Robos con fuerza en las cosas;2018;49.133
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;23.193
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;21.961
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;21.974
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;17.229
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;15.947
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;24.125
MADRID (COMUNIDAD DE);5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;24.583
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2024;8.805
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2023;9.336
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2022;9.518
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2021;8.243
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2020;7.052
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2019;11.469
MADRID (COMUNIDAD DE);5.2.2.-Robos con fuerza en viviendas;2018;12.781
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2024;4.518
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2023;4.998
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2022;4.034
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2021;3.940
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2020;4.972
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2019;6.462
MADRID (COMUNIDAD DE);5.2.3.-Robos con fuerza en establecimientos;2018;6.282
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2024;11.074
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2023;12.015
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2022;12.626
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2021;12.153
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2020;10.688
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2019;15.372
MADRID (COMUNIDAD DE);5.3.-Robos con violencia o intimidación;2018;14.268
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2024;7.613
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2023;8.252
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2022;8.560
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2021;8.283
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2020;7.362
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2019;10.896
MADRID (COMUNIDAD DE);5.3.1.-Robos con violencia en vía pública;2018;9.938
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2024;580
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2023;646
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2022;582
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2021;721
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2020;633
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2019;871
MADRID (COMUNIDAD DE);5.3.2.-Robos con violencia en viviendas;2018;881
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2024;1.474
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2023;1.495
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2022;1.661
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2021;1.277
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2020;1.304
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2019;1.595
MADRID (COMUNIDAD DE);5.3.3.-Robos con violencia en establecimientos;2018;1.572
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;2024;6.946
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;2023;7.061
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;2022;7.397
MADRID (COMUNIDAD DE);5.4.-Sustracción de vehículos;2021;6.922
