Comunidades autónomas;Tipología penal;Sexo;Nacionalidad;periodo;Total
CATALUÑA;6.2.-Contra la seguridad vial;Masculino;Total;2021;69
CATALUÑA;6.2.-Contra la seguridad vial;Masculino;Total;2020;74
CATALUÑA;6.2.-Contra la seguridad vial;Masculino;Total;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Masculino;Total;2018;1
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2024;9
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2023;6
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2022;7
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2021;6
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2020;3
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Española;2018;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2024;2
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2023;1
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2022;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2021;2
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2020;3
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Extranjera;2018;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2024;11
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2023;7
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2022;7
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2021;8
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2020;6
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Femenino;Total;2018;0
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2024;88
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2023;48
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2022;66
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2021;66
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2020;66
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Española;2018;1
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2024;19
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2023;20
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2022;12
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2021;11
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2020;14
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Extranjera;2018;0
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2024;107
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2023;68
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2022;78
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2021;77
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2020;80
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2019;0
CATALUÑA;6.2.-Contra la seguridad vial;Ambos sexos;Total;2018;1
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2024;1
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2021;3
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2019;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Española;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2024;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2021;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2019;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Extranjera;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2024;1
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2021;5
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2019;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Masculino;Total;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2024;1
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2021;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2019;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Española;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2024;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2021;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2019;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Extranjera;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2024;1
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2021;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2019;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Femenino;Total;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2024;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2021;3
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2019;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Española;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2024;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2021;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2019;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Extranjera;2018;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2024;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2023;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2022;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2021;5
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2020;0
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2019;2
CATALUÑA;6.3.-Otros contra la seguridad colectiva;Ambos sexos;Total;2018;0
CATALUÑA;7. FALSEDADES;Masculino;Española;2024;9
CATALUÑA;7. FALSEDADES;Masculino;Española;2023;12
CATALUÑA;7. FALSEDADES;Masculino;Española;2022;18
CATALUÑA;7. FALSEDADES;Masculino;Española;2021;24
CATALUÑA;7. FALSEDADES;Masculino;Española;2020;14
CATALUÑA;7. FALSEDADES;Masculino;Española;2019;0
CATALUÑA;7. FALSEDADES;Masculino;Española;2018;0
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2024;14
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2023;19
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2022;29
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2021;16
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2020;5
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2019;15
CATALUÑA;7. FALSEDADES;Masculino;Extranjera;2018;19
CATALUÑA;7. FALSEDADES;Masculino;Total;2024;23
CATALUÑA;7. FALSEDADES;Masculino;Total;2023;31
CATALUÑA;7. FALSEDADES;Masculino;Total;2022;47
CATALUÑA;7. FALSEDADES;Masculino;Total;2021;40
CATALUÑA;7. FALSEDADES;Masculino;Total;2020;19
CATALUÑA;7. FALSEDADES;Masculino;Total;2019;15
CATALUÑA;7. FALSEDADES;Masculino;Total;2018;19
CATALUÑA;7. FALSEDADES;Femenino;Española;2024;7
CATALUÑA;7. FALSEDADES;Femenino;Española;2023;2
CATALUÑA;7. FALSEDADES;Femenino;Española;2022;2
CATALUÑA;7. FALSEDADES;Femenino;Española;2021;4
CATALUÑA;7. FALSEDADES;Femenino;Española;2020;4
CATALUÑA;7. FALSEDADES;Femenino;Española;2019;0
CATALUÑA;7. FALSEDADES;Femenino;Española;2018;0
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2024;0
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2023;2
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2022;3
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2021;1
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2020;4
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2019;0
CATALUÑA;7. FALSEDADES;Femenino;Extranjera;2018;1
CATALUÑA;7. FALSEDADES;Femenino;Total;2024;7
CATALUÑA;7. FALSEDADES;Femenino;Total;2023;4
CATALUÑA;7. FALSEDADES;Femenino;Total;2022;5
CATALUÑA;7. FALSEDADES;Femenino;Total;2021;5
CATALUÑA;7. FALSEDADES;Femenino;Total;2020;8
CATALUÑA;7. FALSEDADES;Femenino;Total;2019;0
CATALUÑA;7. FALSEDADES;Femenino;Total;2018;1
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2024;16
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2023;14
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2022;20
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2021;28
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2020;18
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2019;0
CATALUÑA;7. FALSEDADES;Ambos sexos;Española;2018;0
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2024;14
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2023;21
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2022;32
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2021;17
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2020;9
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2019;15
CATALUÑA;7. FALSEDADES;Ambos sexos;Extranjera;2018;20
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2024;30
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2023;35
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2022;52
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2021;45
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2020;27
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2019;15
CATALUÑA;7. FALSEDADES;Ambos sexos;Total;2018;20
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Española;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Extranjera;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Masculino;Total;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Española;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Extranjera;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Femenino;Total;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Española;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Extranjera;2018;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2024;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2023;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2022;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2021;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2020;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2019;0
CATALUÑA;8. ADMÓN. PÚBLICA;Ambos sexos;Total;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2024;21
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2023;11
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2022;12
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2021;19
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2020;10
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Española;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2024;4
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2023;8
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2022;6
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2021;3
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2020;6
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Extranjera;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2024;25
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2023;19
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2022;18
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2021;22
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2020;16
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Masculino;Total;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2024;16
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2023;18
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2022;18
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2021;12
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2020;11
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Española;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2024;5
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2023;1
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2022;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2021;2
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2020;1
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Extranjera;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2024;21
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2023;19
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2022;18
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2021;14
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2020;12
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Femenino;Total;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2024;37
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2023;29
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2022;30
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2021;31
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2020;21
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Española;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2024;9
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2023;9
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2022;6
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2021;5
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2020;7
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Extranjera;2018;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2024;46
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2023;38
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2022;36
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2021;36
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2020;28
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2019;0
CATALUÑA;9. ADMÓN. JUSTICIA;Ambos sexos;Total;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2024;61
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2023;49
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2022;50
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2021;62
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2020;55
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2019;7
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Española;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2024;42
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2023;28
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2022;33
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2021;28
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2020;41
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2019;0
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Extranjera;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2024;103
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2023;77
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2022;83
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2021;90
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2020;96
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2019;7
CATALUÑA;10. ORDEN PÚBLICO;Masculino;Total;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2024;12
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2023;14
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2022;14
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2021;25
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2020;19
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2019;2
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Española;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2024;6
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2023;1
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2022;1
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2021;9
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2020;2
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2019;0
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Extranjera;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2024;18
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2023;15
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2022;15
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2021;34
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2020;21
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2019;2
CATALUÑA;10. ORDEN PÚBLICO;Femenino;Total;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2024;73
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2023;63
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2022;64
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2021;87
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2020;74
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2019;9
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Española;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2024;48
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2023;29
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2022;34
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2021;37
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2020;43
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2019;0
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Extranjera;2018;0
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2024;121
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2023;92
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2022;98
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2021;124
CATALUÑA;10. ORDEN PÚBLICO;Ambos sexos;Total;2020;117
