Comunidades autónomas;Tipología penal;Sexo;periodo;Total
TOTAL NACIONAL;4. RELACIONES FAMILIARES;Ambos sexos;2018;395
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2024;77.266
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2023;68.542
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2022;57.501
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2021;45.480
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2020;41.541
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2019;30.336
TOTAL NACIONAL;5. PATRIMONIO;Masculino;2018;28.305
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2024;16.831
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2023;15.427
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2022;12.704
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2021;10.381
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2020;9.911
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2019;7.948
TOTAL NACIONAL;5. PATRIMONIO;Femenino;2018;8.044
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2024;94.097
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2023;83.969
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2022;70.205
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2021;55.861
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2020;51.452
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2019;38.284
TOTAL NACIONAL;5. PATRIMONIO;Ambos sexos;2018;36.349
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2024;35.136
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2023;30.791
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2022;24.432
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2021;17.342
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2020;15.080
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2019;12.728
TOTAL NACIONAL;5.1.-Hurtos;Masculino;2018;12.296
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2024;10.734
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2023;9.860
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2022;7.679
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2021;5.747
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2020;5.289
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2019;5.352
TOTAL NACIONAL;5.1.-Hurtos;Femenino;2018;5.667
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2024;45.870
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2023;40.651
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2022;32.111
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2021;23.089
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2020;20.369
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2019;18.080
TOTAL NACIONAL;5.1.-Hurtos;Ambos sexos;2018;17.963
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2024;10.839
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2023;10.068
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2022;9.166
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2021;8.114
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2020;8.032
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2019;5.529
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Masculino;2018;5.272
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2024;560
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2023;600
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2022;569
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2021;501
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2020;465
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2019;449
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Femenino;2018;455
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2024;11.399
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2023;10.668
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2022;9.735
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2021;8.615
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2020;8.497
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2019;5.978
TOTAL NACIONAL;5.2.-Robos con fuerza en las cosas;Ambos sexos;2018;5.727
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2024;2.988
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2023;2.696
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2022;2.285
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2021;1.835
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2020;1.051
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2019;1.027
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2018;1.000
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2024;117
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2023;127
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2022;74
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2021;55
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2020;35
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2019;47
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2018;37
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2024;3.105
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2023;2.823
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2022;2.359
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2021;1.890
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2020;1.086
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2019;1.074
TOTAL NACIONAL;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2018;1.037
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2024;3.348
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2023;3.190
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2022;2.984
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2021;2.785
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2020;2.858
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2019;2.199
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Masculino;2018;2.264
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2024;281
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2023;299
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2022;346
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2021;314
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2020;256
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2019;276
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Femenino;2018;272
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2024;3.629
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2023;3.489
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2022;3.330
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2021;3.099
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2020;3.114
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2019;2.475
TOTAL NACIONAL;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2018;2.536
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2024;2.230
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2023;2.182
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2022;1.978
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2021;1.821
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2020;2.001
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2019;1.249
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Masculino;2018;988
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2024;64
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2023;65
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2022;56
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2021;57
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2020;57
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2019;60
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Femenino;2018;53
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2024;2.294
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2023;2.247
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2022;2.034
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2021;1.878
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2020;2.058
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2019;1.309
TOTAL NACIONAL;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2018;1.041
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2024;11.059
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2023;10.032
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2022;8.316
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2021;6.457
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2020;5.592
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2019;4.664
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Masculino;2018;3.690
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2024;566
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2023;521
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2022;428
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2021;408
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2020;349
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2019;383
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Femenino;2018;329
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2024;11.625
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2023;10.553
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2022;8.744
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2021;6.865
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2020;5.941
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2019;5.047
TOTAL NACIONAL;5.3.-Robos con violencia o intimidación;Ambos sexos;2018;4.019
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2024;7.453
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2023;6.792
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2022;5.784
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2021;4.233
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2020;3.622
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2019;3.055
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Masculino;2018;2.324
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2024;260
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2023;252
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2022;212
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2021;201
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2020;188
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2019;209
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Femenino;2018;158
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2024;7.713
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2023;7.044
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2022;5.996
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2021;4.434
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2020;3.810
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;3.264
TOTAL NACIONAL;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;2.482
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2024;465
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2023;468
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2022;334
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2021;380
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2020;354
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2019;274
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Masculino;2018;274
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2024;73
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2023;56
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2022;49
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2021;58
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2020;45
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2019;47
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Femenino;2018;47
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2024;538
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;524
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;383
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;438
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;399
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;321
TOTAL NACIONAL;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;321
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2024;2.051
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2023;1.642
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2022;1.208
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2021;989
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2020;926
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2019;673
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Masculino;2018;645
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2024;179
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2023;168
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2022;113
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2021;108
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2020;82
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2019;87
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Femenino;2018;83
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2024;2.230
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;1.810
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;1.321
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;1.097
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;1.008
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;760
TOTAL NACIONAL;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;728
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2024;1.268
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2023;1.022
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2022;918
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2021;747
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2020;774
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2019;689
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Masculino;2018;645
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2024;112
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2023;82
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2022;98
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2021;58
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2020;84
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2019;69
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Femenino;2018;52
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2024;1.380
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2023;1.104
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2022;1.016
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2021;805
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2020;858
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2019;758
TOTAL NACIONAL;5.4.-Sustracción de vehículos;Ambos sexos;2018;697
TOTAL NACIONAL;5.5.-Estafas;Masculino;2024;4.976
TOTAL NACIONAL;5.5.-Estafas;Masculino;2023;4.500
TOTAL NACIONAL;5.5.-Estafas;Masculino;2022;3.671
TOTAL NACIONAL;5.5.-Estafas;Masculino;2021;2.891
TOTAL NACIONAL;5.5.-Estafas;Masculino;2020;2.595
TOTAL NACIONAL;5.5.-Estafas;Masculino;2019;2.213
TOTAL NACIONAL;5.5.-Estafas;Masculino;2018;1.953
TOTAL NACIONAL;5.5.-Estafas;Femenino;2024;1.541
TOTAL NACIONAL;5.5.-Estafas;Femenino;2023;1.501
TOTAL NACIONAL;5.5.-Estafas;Femenino;2022;1.104
TOTAL NACIONAL;5.5.-Estafas;Femenino;2021;950
TOTAL NACIONAL;5.5.-Estafas;Femenino;2020;852
TOTAL NACIONAL;5.5.-Estafas;Femenino;2019;760
TOTAL NACIONAL;5.5.-Estafas;Femenino;2018;621
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2024;6.517
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2023;6.001
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2022;4.775
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2021;3.841
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2020;3.447
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2019;2.973
TOTAL NACIONAL;5.5.-Estafas;Ambos sexos;2018;2.574
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2024;2.711
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2023;2.300
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2022;1.895
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2021;1.484
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2020;1.258
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2019;908
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Masculino;2018;631
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2024;1.006
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2023;879
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2022;750
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2021;576
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2020;485
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2019;333
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Femenino;2018;199
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2024;3.717
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2023;3.179
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2022;2.645
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2021;2.060
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2020;1.743
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2019;1.241
TOTAL NACIONAL;5.5.1.-Estafas informáticas;Ambos sexos;2018;830
TOTAL NACIONAL;5.6.-Daños;Masculino;2024;3.384
TOTAL NACIONAL;5.6.-Daños;Masculino;2023;3.060
TOTAL NACIONAL;5.6.-Daños;Masculino;2022;2.938
TOTAL NACIONAL;5.6.-Daños;Masculino;2021;2.666
TOTAL NACIONAL;5.6.-Daños;Masculino;2020;2.319
TOTAL NACIONAL;5.6.-Daños;Masculino;2019;1.432
TOTAL NACIONAL;5.6.-Daños;Masculino;2018;1.293
TOTAL NACIONAL;5.6.-Daños;Femenino;2024;470
TOTAL NACIONAL;5.6.-Daños;Femenino;2023;469
TOTAL NACIONAL;5.6.-Daños;Femenino;2022;446
TOTAL NACIONAL;5.6.-Daños;Femenino;2021;439
TOTAL NACIONAL;5.6.-Daños;Femenino;2020;360
TOTAL NACIONAL;5.6.-Daños;Femenino;2019;211
TOTAL NACIONAL;5.6.-Daños;Femenino;2018;179
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2024;3.854
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2023;3.529
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2022;3.384
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2021;3.105
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2020;2.679
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2019;1.643
TOTAL NACIONAL;5.6.-Daños;Ambos sexos;2018;1.472
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2024;953
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;713
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;623
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;538
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;404
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;955
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;1.149
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2024;168
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;113
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;123
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;96
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;81
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;141
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;178
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;1.121
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;826
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;746
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;634
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;485
TOTAL NACIONAL;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;1.096
