Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
TOTAL NACIONAL;2.06.-Argentina;Femenino;2022;484
TOTAL NACIONAL;2.06.-Argentina;Femenino;2021;381
TOTAL NACIONAL;2.06.-Argentina;Femenino;2020;332
TOTAL NACIONAL;2.06.-Argentina;Femenino;2019;231
TOTAL NACIONAL;2.06.-Argentina;Femenino;2018;205
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2024;2.671
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2023;2.407
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2022;2.152
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2021;1.724
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2020;1.573
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2019;1.202
TOTAL NACIONAL;2.06.-Argentina;Ambos sexos;2018;1.113
TOTAL NACIONAL;2.07.-Brasil;Masculino;2024;1.626
TOTAL NACIONAL;2.07.-Brasil;Masculino;2023;1.538
TOTAL NACIONAL;2.07.-Brasil;Masculino;2022;1.493
TOTAL NACIONAL;2.07.-Brasil;Masculino;2021;1.212
TOTAL NACIONAL;2.07.-Brasil;Masculino;2020;1.141
TOTAL NACIONAL;2.07.-Brasil;Masculino;2019;943
TOTAL NACIONAL;2.07.-Brasil;Masculino;2018;844
TOTAL NACIONAL;2.07.-Brasil;Femenino;2024;892
TOTAL NACIONAL;2.07.-Brasil;Femenino;2023;775
TOTAL NACIONAL;2.07.-Brasil;Femenino;2022;854
TOTAL NACIONAL;2.07.-Brasil;Femenino;2021;682
TOTAL NACIONAL;2.07.-Brasil;Femenino;2020;705
TOTAL NACIONAL;2.07.-Brasil;Femenino;2019;634
TOTAL NACIONAL;2.07.-Brasil;Femenino;2018;547
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2024;2.518
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2023;2.313
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2022;2.347
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2021;1.894
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2020;1.846
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2019;1.577
TOTAL NACIONAL;2.07.-Brasil;Ambos sexos;2018;1.391
TOTAL NACIONAL;2.08.-Cuba;Masculino;2024;2.092
TOTAL NACIONAL;2.08.-Cuba;Masculino;2023;2.213
TOTAL NACIONAL;2.08.-Cuba;Masculino;2022;1.981
TOTAL NACIONAL;2.08.-Cuba;Masculino;2021;1.720
TOTAL NACIONAL;2.08.-Cuba;Masculino;2020;1.906
TOTAL NACIONAL;2.08.-Cuba;Masculino;2019;1.336
TOTAL NACIONAL;2.08.-Cuba;Masculino;2018;1.162
TOTAL NACIONAL;2.08.-Cuba;Femenino;2024;621
TOTAL NACIONAL;2.08.-Cuba;Femenino;2023;779
TOTAL NACIONAL;2.08.-Cuba;Femenino;2022;690
TOTAL NACIONAL;2.08.-Cuba;Femenino;2021;590
TOTAL NACIONAL;2.08.-Cuba;Femenino;2020;659
TOTAL NACIONAL;2.08.-Cuba;Femenino;2019;419
TOTAL NACIONAL;2.08.-Cuba;Femenino;2018;275
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2024;2.713
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2023;2.992
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2022;2.671
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2021;2.310
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2020;2.565
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2019;1.755
TOTAL NACIONAL;2.08.-Cuba;Ambos sexos;2018;1.437
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2024;4.529
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2023;3.600
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2022;3.094
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2021;2.971
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2020;2.548
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2019;1.457
TOTAL NACIONAL;2.09.-Venezuela;Masculino;2018;1.073
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2024;1.222
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2023;1.083
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2022;847
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2021;894
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2020;839
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2019;456
TOTAL NACIONAL;2.09.-Venezuela;Femenino;2018;362
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2024;5.751
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2023;4.683
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2022;3.941
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2021;3.865
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2020;3.387
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2019;1.913
TOTAL NACIONAL;2.09.-Venezuela;Ambos sexos;2018;1.435
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2024;1.963
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2023;1.663
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2022;1.462
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2021;1.136
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2020;927
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2019;911
TOTAL NACIONAL;2.10.-Paraguay;Masculino;2018;707
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2024;789
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2023;720
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2022;625
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2021;505
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2020;496
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2019;417
TOTAL NACIONAL;2.10.-Paraguay;Femenino;2018;345
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2024;2.752
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2023;2.383
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2022;2.087
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2021;1.641
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2020;1.423
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2019;1.328
TOTAL NACIONAL;2.10.-Paraguay;Ambos sexos;2018;1.052
TOTAL NACIONAL;2.11.-Chile;Masculino;2024;1.330
TOTAL NACIONAL;2.11.-Chile;Masculino;2023;1.286
TOTAL NACIONAL;2.11.-Chile;Masculino;2022;1.250
TOTAL NACIONAL;2.11.-Chile;Masculino;2021;769
TOTAL NACIONAL;2.11.-Chile;Masculino;2020;966
TOTAL NACIONAL;2.11.-Chile;Masculino;2019;388
TOTAL NACIONAL;2.11.-Chile;Masculino;2018;349
TOTAL NACIONAL;2.11.-Chile;Femenino;2024;326
TOTAL NACIONAL;2.11.-Chile;Femenino;2023;337
TOTAL NACIONAL;2.11.-Chile;Femenino;2022;277
TOTAL NACIONAL;2.11.-Chile;Femenino;2021;313
TOTAL NACIONAL;2.11.-Chile;Femenino;2020;359
TOTAL NACIONAL;2.11.-Chile;Femenino;2019;103
TOTAL NACIONAL;2.11.-Chile;Femenino;2018;82
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2024;1.656
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2023;1.623
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2022;1.527
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2021;1.082
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2020;1.325
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2019;491
TOTAL NACIONAL;2.11.-Chile;Ambos sexos;2018;431
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2024;574
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2023;555
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2022;580
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2021;515
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2020;440
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2019;363
TOTAL NACIONAL;2.12.-Uruguay;Masculino;2018;278
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2024;153
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2023;146
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2022;134
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2021;131
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2020;93
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2019;104
TOTAL NACIONAL;2.12.-Uruguay;Femenino;2018;69
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2024;727
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2023;701
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2022;714
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2021;646
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2020;533
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2019;467
TOTAL NACIONAL;2.12.-Uruguay;Ambos sexos;2018;347
TOTAL NACIONAL;2.13.-Resto América;Masculino;2024;5.233
TOTAL NACIONAL;2.13.-Resto América;Masculino;2023;4.720
TOTAL NACIONAL;2.13.-Resto América;Masculino;2022;4.044
TOTAL NACIONAL;2.13.-Resto América;Masculino;2021;3.383
TOTAL NACIONAL;2.13.-Resto América;Masculino;2020;2.915
TOTAL NACIONAL;2.13.-Resto América;Masculino;2019;1.877
TOTAL NACIONAL;2.13.-Resto América;Masculino;2018;1.409
TOTAL NACIONAL;2.13.-Resto América;Femenino;2024;1.852
TOTAL NACIONAL;2.13.-Resto América;Femenino;2023;1.552
TOTAL NACIONAL;2.13.-Resto América;Femenino;2022;1.426
TOTAL NACIONAL;2.13.-Resto América;Femenino;2021;1.133
TOTAL NACIONAL;2.13.-Resto América;Femenino;2020;1.033
TOTAL NACIONAL;2.13.-Resto América;Femenino;2019;604
TOTAL NACIONAL;2.13.-Resto América;Femenino;2018;490
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2024;7.085
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2023;6.272
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2022;5.470
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2021;4.516
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2020;3.948
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2019;2.481
TOTAL NACIONAL;2.13.-Resto América;Ambos sexos;2018;1.899
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2024;6.199
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2023;6.304
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2022;5.507
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2021;4.222
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2020;3.927
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2019;3.635
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Masculino;2018;3.771
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2024;1.085
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2023;1.008
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2022;901
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2021;654
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2020;564
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2019;714
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Femenino;2018;676
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2024;7.284
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2023;7.312
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2022;6.408
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2021;4.876
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2020;4.491
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2019;4.349
TOTAL NACIONAL;3.-CONTINENTE ASIÁTICO;Ambos sexos;2018;4.447
TOTAL NACIONAL;3.01.-China;Masculino;2024;1.525
TOTAL NACIONAL;3.01.-China;Masculino;2023;1.603
TOTAL NACIONAL;3.01.-China;Masculino;2022;1.219
TOTAL NACIONAL;3.01.-China;Masculino;2021;1.135
TOTAL NACIONAL;3.01.-China;Masculino;2020;1.008
TOTAL NACIONAL;3.01.-China;Masculino;2019;1.143
TOTAL NACIONAL;3.01.-China;Masculino;2018;1.291
TOTAL NACIONAL;3.01.-China;Femenino;2024;579
TOTAL NACIONAL;3.01.-China;Femenino;2023;547
TOTAL NACIONAL;3.01.-China;Femenino;2022;495
TOTAL NACIONAL;3.01.-China;Femenino;2021;333
TOTAL NACIONAL;3.01.-China;Femenino;2020;287
TOTAL NACIONAL;3.01.-China;Femenino;2019;382
TOTAL NACIONAL;3.01.-China;Femenino;2018;364
TOTAL NACIONAL;3.01.-China;Ambos sexos;2024;2.104
TOTAL NACIONAL;3.01.-China;Ambos sexos;2023;2.150
TOTAL NACIONAL;3.01.-China;Ambos sexos;2022;1.714
TOTAL NACIONAL;3.01.-China;Ambos sexos;2021;1.468
TOTAL NACIONAL;3.01.-China;Ambos sexos;2020;1.295
TOTAL NACIONAL;3.01.-China;Ambos sexos;2019;1.525
TOTAL NACIONAL;3.01.-China;Ambos sexos;2018;1.655
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2024;1.558
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2023;1.587
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2022;1.325
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2021;1.188
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2020;1.029
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2019;639
TOTAL NACIONAL;3.02.-Paquistán;Masculino;2018;671
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2024;95
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2023;90
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2022;58
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2021;62
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2020;46
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2019;17
TOTAL NACIONAL;3.02.-Paquistán;Femenino;2018;23
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2024;1.653
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2023;1.677
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2022;1.383
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2021;1.250
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2020;1.075
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2019;656
TOTAL NACIONAL;3.02.-Paquistán;Ambos sexos;2018;694
TOTAL NACIONAL;3.03.-India;Masculino;2024;1.215
TOTAL NACIONAL;3.03.-India;Masculino;2023;1.011
TOTAL NACIONAL;3.03.-India;Masculino;2022;1.337
TOTAL NACIONAL;3.03.-India;Masculino;2021;643
TOTAL NACIONAL;3.03.-India;Masculino;2020;476
TOTAL NACIONAL;3.03.-India;Masculino;2019;332
TOTAL NACIONAL;3.03.-India;Masculino;2018;376
TOTAL NACIONAL;3.03.-India;Femenino;2024;70
TOTAL NACIONAL;3.03.-India;Femenino;2023;58
TOTAL NACIONAL;3.03.-India;Femenino;2022;75
TOTAL NACIONAL;3.03.-India;Femenino;2021;53
TOTAL NACIONAL;3.03.-India;Femenino;2020;38
TOTAL NACIONAL;3.03.-India;Femenino;2019;28
TOTAL NACIONAL;3.03.-India;Femenino;2018;24
TOTAL NACIONAL;3.03.-India;Ambos sexos;2024;1.285
TOTAL NACIONAL;3.03.-India;Ambos sexos;2023;1.069
TOTAL NACIONAL;3.03.-India;Ambos sexos;2022;1.412
TOTAL NACIONAL;3.03.-India;Ambos sexos;2021;696
TOTAL NACIONAL;3.03.-India;Ambos sexos;2020;514
TOTAL NACIONAL;3.03.-India;Ambos sexos;2019;360
TOTAL NACIONAL;3.03.-India;Ambos sexos;2018;400
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2024;238
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2023;400
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2022;201
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2021;213
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2020;244
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2019;271
TOTAL NACIONAL;3.04.-Bangladesh;Masculino;2018;206
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2024;16
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2023;19
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2022;17
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2021;14
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2020;10
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2019;7
TOTAL NACIONAL;3.04.-Bangladesh;Femenino;2018;5
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2024;254
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2023;419
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2022;218
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2021;227
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2020;254
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2019;278
TOTAL NACIONAL;3.04.-Bangladesh;Ambos sexos;2018;211
TOTAL NACIONAL;3.05.-Irán;Masculino;2024;193
TOTAL NACIONAL;3.05.-Irán;Masculino;2023;296
TOTAL NACIONAL;3.05.-Irán;Masculino;2022;331
TOTAL NACIONAL;3.05.-Irán;Masculino;2021;134
TOTAL NACIONAL;3.05.-Irán;Masculino;2020;133
TOTAL NACIONAL;3.05.-Irán;Masculino;2019;403
TOTAL NACIONAL;3.05.-Irán;Masculino;2018;350
TOTAL NACIONAL;3.05.-Irán;Femenino;2024;72
TOTAL NACIONAL;3.05.-Irán;Femenino;2023;89
TOTAL NACIONAL;3.05.-Irán;Femenino;2022;117
TOTAL NACIONAL;3.05.-Irán;Femenino;2021;27
TOTAL NACIONAL;3.05.-Irán;Femenino;2020;38
TOTAL NACIONAL;3.05.-Irán;Femenino;2019;147
TOTAL NACIONAL;3.05.-Irán;Femenino;2018;123
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2024;265
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2023;385
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2022;448
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2021;161
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2020;171
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2019;550
TOTAL NACIONAL;3.05.-Irán;Ambos sexos;2018;473
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2024;230
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2023;297
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2022;268
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2021;221
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2020;234
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2019;133
TOTAL NACIONAL;3.06.-Filipinas;Masculino;2018;100
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2024;52
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2023;56
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2022;41
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2021;66
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2020;57
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2019;30
TOTAL NACIONAL;3.06.-Filipinas;Femenino;2018;27
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2024;282
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2023;353
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2022;309
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2021;287
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2020;291
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2019;163
TOTAL NACIONAL;3.06.-Filipinas;Ambos sexos;2018;127
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2024;1.240
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2023;1.110
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2022;826
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2021;688
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2020;803
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2019;714
TOTAL NACIONAL;3.07.-Resto de Asia;Masculino;2018;777
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2024;201
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2023;149
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2022;98
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2021;99
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2020;88
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2019;103
TOTAL NACIONAL;3.07.-Resto de Asia;Femenino;2018;110
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2024;1.441
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2023;1.259
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2022;924
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2021;787
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2020;891
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2019;817
TOTAL NACIONAL;3.07.-Resto de Asia;Ambos sexos;2018;887
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2024;45.759
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2023;43.602
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2022;40.420
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2021;35.020
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2020;33.326
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2019;32.687
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Masculino;2018;32.458
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2024;11.279
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2023;10.731
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2022;8.779
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2021;7.543
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2020;6.789
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2019;7.246
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Femenino;2018;7.933
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2024;57.038
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2023;54.333
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2022;49.199
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2021;42.563
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2020;40.115
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2019;39.933
TOTAL NACIONAL;4.-CONTINENTE EUROPEO;Ambos sexos;2018;40.391
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2024;16.725
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2023;15.520
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2022;14.754
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2021;13.338
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2020;13.427
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2019;13.569
TOTAL NACIONAL;4.01.-Rumanía;Masculino;2018;14.619
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2024;4.407
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2023;4.285
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2022;3.340
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2021;3.011
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2020;2.947
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2019;3.666
TOTAL NACIONAL;4.01.-Rumanía;Femenino;2018;4.362
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2024;21.132
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2023;19.805
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2022;18.094
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2021;16.349
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2020;16.374
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2019;17.235
TOTAL NACIONAL;4.01.-Rumanía;Ambos sexos;2018;18.981
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2024;1.965
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2023;2.079
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2022;1.907
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2021;1.836
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2020;1.833
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2019;1.754
TOTAL NACIONAL;4.02.-Bulgaría;Masculino;2018;1.657
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2024;940
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2023;922
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2022;621
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2021;718
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2020;547
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2019;567
TOTAL NACIONAL;4.02.-Bulgaría;Femenino;2018;567
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2024;2.905
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2023;3.001
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2022;2.528
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2021;2.554
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2020;2.380
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2019;2.321
TOTAL NACIONAL;4.02.-Bulgaría;Ambos sexos;2018;2.224
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2024;3.026
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2023;2.936
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2022;2.625
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2021;2.024
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2020;1.960
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2019;2.780
TOTAL NACIONAL;4.03.-Reino Unido;Masculino;2018;2.637
