Comunidades autónomas;Nacionalidad;Sexo;periodo;Total
NAVARRA (COMUNIDAD FORAL DE);2.-CONTINENTE AMERICANO;Ambos sexos;2018;491
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2024;158
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2023;157
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2022;145
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2021;123
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2020;98
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2019;155
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Masculino;2018;135
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2024;20
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2023;15
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2022;14
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2021;13
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2020;15
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2019;15
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Femenino;2018;15
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2024;178
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2023;172
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2022;159
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2021;136
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2020;113
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2019;170
NAVARRA (COMUNIDAD FORAL DE);2.01.-Ecuador;Ambos sexos;2018;150
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2024;243
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2023;184
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2022;141
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2021;122
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2020;77
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2019;96
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Masculino;2018;89
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2024;42
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2023;32
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2022;33
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2021;12
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2020;12
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2019;22
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Femenino;2018;17
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2024;285
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2023;216
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2022;174
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2021;134
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2020;89
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2019;118
NAVARRA (COMUNIDAD FORAL DE);2.02.-Colombia;Ambos sexos;2018;106
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2024;57
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2023;62
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2022;63
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2021;82
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2020;54
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2019;47
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Masculino;2018;35
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2024;7
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2023;11
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2022;9
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2021;3
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2020;9
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2019;13
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Femenino;2018;5
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2024;64
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2023;73
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2022;72
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2021;85
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2020;63
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2019;60
NAVARRA (COMUNIDAD FORAL DE);2.03.-Rep. Dominicana;Ambos sexos;2018;40
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2024;61
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2023;58
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2022;58
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2021;44
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2020;44
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2019;63
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Masculino;2018;49
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2024;13
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2023;19
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2022;6
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2021;6
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2020;8
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2019;20
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Femenino;2018;10
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2024;74
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2023;77
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2022;64
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2021;50
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2020;52
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2019;83
NAVARRA (COMUNIDAD FORAL DE);2.04.-Bolivia;Ambos sexos;2018;59
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2024;80
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2023;83
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2022;58
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2021;43
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2020;28
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2019;23
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Masculino;2018;33
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2024;16
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2023;16
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2022;17
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2021;5
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2019;8
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Femenino;2018;8
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2024;96
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2023;99
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2022;75
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2021;48
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2020;32
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2019;31
NAVARRA (COMUNIDAD FORAL DE);2.05.-Perú;Ambos sexos;2018;41
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2024;14
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2023;12
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2022;9
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2021;8
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2020;6
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2019;9
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Masculino;2018;7
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2024;4
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2023;1
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2022;3
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2021;1
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2019;1
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2024;18
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2023;13
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2022;12
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2021;9
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2020;10
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2019;10
NAVARRA (COMUNIDAD FORAL DE);2.06.-Argentina;Ambos sexos;2018;7
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2024;30
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2023;18
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2022;32
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2021;24
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2020;15
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2019;23
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Masculino;2018;14
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2024;17
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2023;11
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2022;14
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2021;7
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2020;20
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2019;22
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Femenino;2018;19
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2024;47
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2023;29
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2022;46
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2021;31
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2020;35
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2019;45
NAVARRA (COMUNIDAD FORAL DE);2.07.-Brasil;Ambos sexos;2018;33
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2024;26
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2023;15
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2022;11
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2021;10
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2019;4
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Masculino;2018;2
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2024;9
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2023;4
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2022;1
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2021;1
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2020;1
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2019;5
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Femenino;2018;2
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2024;35
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2023;19
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2022;12
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2021;11
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2020;5
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2019;9
NAVARRA (COMUNIDAD FORAL DE);2.08.-Cuba;Ambos sexos;2018;4
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2024;24
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2023;20
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2022;17
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2021;42
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2020;18
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2019;7
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Masculino;2018;11
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2024;5
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2023;4
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2022;7
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2021;17
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2020;13
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2019;2
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Femenino;2018;0
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2024;29
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2023;24
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2022;24
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2021;59
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2020;31
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2019;9
NAVARRA (COMUNIDAD FORAL DE);2.09.-Venezuela;Ambos sexos;2018;11
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2023;3
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2022;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2021;2
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2020;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2019;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Masculino;2018;0
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2023;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2022;2
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2021;2
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2019;2
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Femenino;2018;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2024;2
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2023;4
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2022;3
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2021;4
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2020;1
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2019;3
NAVARRA (COMUNIDAD FORAL DE);2.10.-Paraguay;Ambos sexos;2018;1
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2023;11
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2022;10
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2021;2
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2019;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Masculino;2018;4
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2022;1
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2021;2
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Femenino;2018;2
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2023;11
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2022;11
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2021;4
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2019;0
NAVARRA (COMUNIDAD FORAL DE);2.11.-Chile;Ambos sexos;2018;6
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2023;3
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2022;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2021;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2019;2
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Masculino;2018;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2024;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2023;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2022;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Femenino;2018;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2024;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2023;3
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2022;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2021;1
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2020;4
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2019;2
NAVARRA (COMUNIDAD FORAL DE);2.12.-Uruguay;Ambos sexos;2018;2
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2024;73
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2023;59
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2022;46
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2021;45
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2020;27
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2019;44
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Masculino;2018;21
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2024;20
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2023;12
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2022;9
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2021;8
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2020;7
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2019;16
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Femenino;2018;10
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2024;93
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2023;71
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2022;55
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2021;53
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2020;34
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2019;60
NAVARRA (COMUNIDAD FORAL DE);2.13.-Resto América;Ambos sexos;2018;31
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2024;10
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2023;24
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2022;24
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2021;15
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2020;10
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2019;12
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Masculino;2018;19
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2024;2
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2023;3
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2022;2
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2019;3
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Femenino;2018;5
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2024;12
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2023;27
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2022;26
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2021;15
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2020;10
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2019;15
NAVARRA (COMUNIDAD FORAL DE);3.-CONTINENTE ASIÁTICO;Ambos sexos;2018;24
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2024;3
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2023;6
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2022;9
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2021;5
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2020;2
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2019;6
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Masculino;2018;4
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2024;1
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2023;3
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2022;1
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2021;0
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2020;0
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2019;0
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Femenino;2018;3
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2024;4
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2023;9
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2022;10
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2021;5
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2020;2
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2019;6
NAVARRA (COMUNIDAD FORAL DE);3.01.-China;Ambos sexos;2018;7
NAVARRA (COMUNIDAD FORAL DE);3.02.-Paquistán;Masculino;2024;3
