Comunidades autónomas;Tipología penal;periodo;Total
ANDALUCÍA;3.2.-Agresión sexual con penetración;2019;269
ANDALUCÍA;3.2.-Agresión sexual con penetración;2018;263
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2024;25
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2023;34
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2022;27
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2021;44
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2020;38
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2019;46
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2018;40
ANDALUCÍA;3.4.-Pornografía de menores;2024;113
ANDALUCÍA;3.4.-Pornografía de menores;2023;97
ANDALUCÍA;3.4.-Pornografía de menores;2022;63
ANDALUCÍA;3.4.-Pornografía de menores;2021;91
ANDALUCÍA;3.4.-Pornografía de menores;2020;96
ANDALUCÍA;3.4.-Pornografía de menores;2019;90
ANDALUCÍA;3.4.-Pornografía de menores;2018;124
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2024;286
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2023;305
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2022;214
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2021;272
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2020;224
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2019;283
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2018;226
ANDALUCÍA;4. RELACIONES FAMILIARES;2024;311
ANDALUCÍA;4. RELACIONES FAMILIARES;2023;350
ANDALUCÍA;4. RELACIONES FAMILIARES;2022;291
ANDALUCÍA;4. RELACIONES FAMILIARES;2021;291
ANDALUCÍA;4. RELACIONES FAMILIARES;2020;315
ANDALUCÍA;4. RELACIONES FAMILIARES;2019;333
ANDALUCÍA;4. RELACIONES FAMILIARES;2018;380
ANDALUCÍA;5. PATRIMONIO;2024;31.306
ANDALUCÍA;5. PATRIMONIO;2023;31.590
ANDALUCÍA;5. PATRIMONIO;2022;27.828
ANDALUCÍA;5. PATRIMONIO;2021;23.699
ANDALUCÍA;5. PATRIMONIO;2020;22.759
ANDALUCÍA;5. PATRIMONIO;2019;27.651
ANDALUCÍA;5. PATRIMONIO;2018;28.700
ANDALUCÍA;5.1.-Hurtos;2024;11.651
ANDALUCÍA;5.1.-Hurtos;2023;11.531
ANDALUCÍA;5.1.-Hurtos;2022;9.284
ANDALUCÍA;5.1.-Hurtos;2021;7.448
ANDALUCÍA;5.1.-Hurtos;2020;6.542
ANDALUCÍA;5.1.-Hurtos;2019;9.611
ANDALUCÍA;5.1.-Hurtos;2018;10.241
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2024;5.931
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2023;6.614
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2022;5.947
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2021;5.366
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2020;5.536
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2019;5.848
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2018;6.298
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;1.313
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;1.557
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;1.276
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.094
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;1.068
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.017
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;1.216
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2024;1.697
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2023;1.873
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2022;1.837
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2021;1.735
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2020;1.769
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2019;2.009
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2018;2.099
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2024;1.408
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2023;1.600
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2022;1.390
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2021;1.270
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2020;1.399
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2019;1.513
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2018;1.563
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2024;3.191
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2023;3.074
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2022;2.906
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2021;2.635
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2020;2.431
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2019;2.807
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2018;2.551
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2024;1.741
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2023;1.716
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2022;1.702
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2021;1.578
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2020;1.301
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2019;1.527
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2018;1.344
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2024;402
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2023;304
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2022;306
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2021;330
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2020;308
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2019;319
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2018;330
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2024;748
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2023;748
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2022;628
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2021;511
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2020;590
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2019;668
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2018;563
ANDALUCÍA;5.4.-Sustracción de vehículos;2024;1.051
ANDALUCÍA;5.4.-Sustracción de vehículos;2023;850
ANDALUCÍA;5.4.-Sustracción de vehículos;2022;802
ANDALUCÍA;5.4.-Sustracción de vehículos;2021;791
ANDALUCÍA;5.4.-Sustracción de vehículos;2020;762
ANDALUCÍA;5.4.-Sustracción de vehículos;2019;854
ANDALUCÍA;5.4.-Sustracción de vehículos;2018;874
ANDALUCÍA;5.5.-Estafas;2024;3.757
ANDALUCÍA;5.5.-Estafas;2023;3.898
ANDALUCÍA;5.5.-Estafas;2022;3.259
ANDALUCÍA;5.5.-Estafas;2021;2.675
ANDALUCÍA;5.5.-Estafas;2020;2.673
ANDALUCÍA;5.5.-Estafas;2019;3.056
ANDALUCÍA;5.5.-Estafas;2018;2.999
ANDALUCÍA;5.5.1.-Estafas informáticas;2024;2.491
ANDALUCÍA;5.5.1.-Estafas informáticas;2023;2.593
ANDALUCÍA;5.5.1.-Estafas informáticas;2022;1.802
ANDALUCÍA;5.5.1.-Estafas informáticas;2021;1.274
ANDALUCÍA;5.5.1.-Estafas informáticas;2020;1.223
ANDALUCÍA;5.5.1.-Estafas informáticas;2019;875
ANDALUCÍA;5.5.1.-Estafas informáticas;2018;678
ANDALUCÍA;5.6.-Daños;2024;2.038
ANDALUCÍA;5.6.-Daños;2023;2.058
ANDALUCÍA;5.6.-Daños;2022;2.034
ANDALUCÍA;5.6.-Daños;2021;1.774
ANDALUCÍA;5.6.-Daños;2020;1.747
ANDALUCÍA;5.6.-Daños;2019;1.942
ANDALUCÍA;5.6.-Daños;2018;1.834
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2024;428
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2023;233
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2022;208
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2021;252
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2020;230
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2019;485
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2018;641
ANDALUCÍA;5.8.-Blanqueo de capitales;2024;378
ANDALUCÍA;5.8.-Blanqueo de capitales;2023;272
ANDALUCÍA;5.8.-Blanqueo de capitales;2022;352
ANDALUCÍA;5.8.-Blanqueo de capitales;2021;253
ANDALUCÍA;5.8.-Blanqueo de capitales;2020;241
ANDALUCÍA;5.8.-Blanqueo de capitales;2019;313
ANDALUCÍA;5.8.-Blanqueo de capitales;2018;316
ANDALUCÍA;5.9.-Otros contra el patrimonio;2024;2.881
ANDALUCÍA;5.9.-Otros contra el patrimonio;2023;3.060
ANDALUCÍA;5.9.-Otros contra el patrimonio;2022;3.036
ANDALUCÍA;5.9.-Otros contra el patrimonio;2021;2.505
ANDALUCÍA;5.9.-Otros contra el patrimonio;2020;2.597
ANDALUCÍA;5.9.-Otros contra el patrimonio;2019;2.735
ANDALUCÍA;5.9.-Otros contra el patrimonio;2018;2.946
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2024;15.900
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2023;16.227
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2022;16.066
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2021;16.452
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2020;15.192
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2019;16.087
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2018;14.766
ANDALUCÍA;6.1.-Tráfico de drogas;2024;6.090
ANDALUCÍA;6.1.-Tráfico de drogas;2023;6.431
ANDALUCÍA;6.1.-Tráfico de drogas;2022;6.250
ANDALUCÍA;6.1.-Tráfico de drogas;2021;7.416
ANDALUCÍA;6.1.-Tráfico de drogas;2020;7.134
ANDALUCÍA;6.1.-Tráfico de drogas;2019;6.714
ANDALUCÍA;6.1.-Tráfico de drogas;2018;5.847
ANDALUCÍA;6.2.-Contra la seguridad vial;2024;9.314
ANDALUCÍA;6.2.-Contra la seguridad vial;2023;9.438
ANDALUCÍA;6.2.-Contra la seguridad vial;2022;9.456
ANDALUCÍA;6.2.-Contra la seguridad vial;2021;8.652
ANDALUCÍA;6.2.-Contra la seguridad vial;2020;7.708
ANDALUCÍA;6.2.-Contra la seguridad vial;2019;8.997
ANDALUCÍA;6.2.-Contra la seguridad vial;2018;8.518
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2024;496
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2023;358
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2022;360
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2021;384
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2020;350
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2019;376
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2018;401
ANDALUCÍA;7. FALSEDADES;2024;1.823
ANDALUCÍA;7. FALSEDADES;2023;1.977
ANDALUCÍA;7. FALSEDADES;2022;2.001
ANDALUCÍA;7. FALSEDADES;2021;2.100
ANDALUCÍA;7. FALSEDADES;2020;2.077
ANDALUCÍA;7. FALSEDADES;2019;1.737
ANDALUCÍA;7. FALSEDADES;2018;2.013
ANDALUCÍA;8. ADMÓN. PÚBLICA;2024;54
ANDALUCÍA;8. ADMÓN. PÚBLICA;2023;79
ANDALUCÍA;8. ADMÓN. PÚBLICA;2022;104
ANDALUCÍA;8. ADMÓN. PÚBLICA;2021;83
ANDALUCÍA;8. ADMÓN. PÚBLICA;2020;119
ANDALUCÍA;8. ADMÓN. PÚBLICA;2019;152
ANDALUCÍA;8. ADMÓN. PÚBLICA;2018;207
ANDALUCÍA;9. ADMÓN. JUSTICIA;2024;6.073
ANDALUCÍA;9. ADMÓN. JUSTICIA;2023;6.086
ANDALUCÍA;9. ADMÓN. JUSTICIA;2022;5.329
ANDALUCÍA;9. ADMÓN. JUSTICIA;2021;4.719
ANDALUCÍA;9. ADMÓN. JUSTICIA;2020;4.885
ANDALUCÍA;9. ADMÓN. JUSTICIA;2019;4.896
ANDALUCÍA;9. ADMÓN. JUSTICIA;2018;4.666
ANDALUCÍA;10. ORDEN PÚBLICO;2024;4.568
ANDALUCÍA;10. ORDEN PÚBLICO;2023;4.564
ANDALUCÍA;10. ORDEN PÚBLICO;2022;4.522
ANDALUCÍA;10. ORDEN PÚBLICO;2021;4.734
ANDALUCÍA;10. ORDEN PÚBLICO;2020;5.563
ANDALUCÍA;10. ORDEN PÚBLICO;2019;3.954
ANDALUCÍA;10. ORDEN PÚBLICO;2018;3.607
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2024;329
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2023;208
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2022;360
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2021;423
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2020;418
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2019;421
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2018;309
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2024;1.739
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2023;1.704
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2022;1.695
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2021;1.799
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2020;1.633
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2019;1.876
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2018;1.523
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2024;101.140
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2023;101.210
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2022;93.078
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2021;86.571
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2020;82.665
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2019;89.729
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2018;87.199
ARAGÓN;1. CONTRA LAS PERSONAS;2024;4.162
ARAGÓN;1. CONTRA LAS PERSONAS;2023;3.880
ARAGÓN;1. CONTRA LAS PERSONAS;2022;3.576
ARAGÓN;1. CONTRA LAS PERSONAS;2021;2.750
ARAGÓN;1. CONTRA LAS PERSONAS;2020;2.674
ARAGÓN;1. CONTRA LAS PERSONAS;2019;2.957
ARAGÓN;1. CONTRA LAS PERSONAS;2018;2.796
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2024;41
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2023;51
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2022;55
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2021;21
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2020;41
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2019;18
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2018;12
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;7
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;12
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;15
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;6
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;4
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;8
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;7
ARAGÓN;1.2.-Lesiones;2024;1.172
ARAGÓN;1.2.-Lesiones;2023;1.142
ARAGÓN;1.2.-Lesiones;2022;1.235
ARAGÓN;1.2.-Lesiones;2021;872
ARAGÓN;1.2.-Lesiones;2020;774
ARAGÓN;1.2.-Lesiones;2019;1.023
ARAGÓN;1.2.-Lesiones;2018;899
ARAGÓN;1.3.-Malos tratos ámbito familiar;2024;2.812
ARAGÓN;1.3.-Malos tratos ámbito familiar;2023;2.545
ARAGÓN;1.3.-Malos tratos ámbito familiar;2022;2.180
ARAGÓN;1.3.-Malos tratos ámbito familiar;2021;1.755
ARAGÓN;1.3.-Malos tratos ámbito familiar;2020;1.773
ARAGÓN;1.3.-Malos tratos ámbito familiar;2019;1.877
ARAGÓN;1.3.-Malos tratos ámbito familiar;2018;1.798
ARAGÓN;1.4.-Otros contra las personas;2024;137
ARAGÓN;1.4.-Otros contra las personas;2023;142
ARAGÓN;1.4.-Otros contra las personas;2022;106
ARAGÓN;1.4.-Otros contra las personas;2021;102
ARAGÓN;1.4.-Otros contra las personas;2020;86
ARAGÓN;1.4.-Otros contra las personas;2019;39
ARAGÓN;1.4.-Otros contra las personas;2018;87
ARAGÓN;2. CONTRA LA LIBERTAD;2024;1.554
ARAGÓN;2. CONTRA LA LIBERTAD;2023;1.406
ARAGÓN;2. CONTRA LA LIBERTAD;2022;1.262
ARAGÓN;2. CONTRA LA LIBERTAD;2021;1.152
ARAGÓN;2. CONTRA LA LIBERTAD;2020;1.047
ARAGÓN;2. CONTRA LA LIBERTAD;2019;1.095
ARAGÓN;2. CONTRA LA LIBERTAD;2018;994
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2024;268
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2023;257
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2022;240
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2021;265
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2020;246
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2019;241
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2018;249
ARAGÓN;2.2.-Otros contra la libertad;2024;1.286
ARAGÓN;2.2.-Otros contra la libertad;2023;1.149
ARAGÓN;2.2.-Otros contra la libertad;2022;1.022
ARAGÓN;2.2.-Otros contra la libertad;2021;887
ARAGÓN;2.2.-Otros contra la libertad;2020;801
ARAGÓN;2.2.-Otros contra la libertad;2019;854
ARAGÓN;2.2.-Otros contra la libertad;2018;745
ARAGÓN;3. LIBERTAD SEXUAL;2024;351
ARAGÓN;3. LIBERTAD SEXUAL;2023;326
ARAGÓN;3. LIBERTAD SEXUAL;2022;320
ARAGÓN;3. LIBERTAD SEXUAL;2021;317
ARAGÓN;3. LIBERTAD SEXUAL;2020;224
ARAGÓN;3. LIBERTAD SEXUAL;2019;230
ARAGÓN;3. LIBERTAD SEXUAL;2018;200
ARAGÓN;3.1.-Agresión sexual;2024;214
ARAGÓN;3.1.-Agresión sexual;2023;205
ARAGÓN;3.1.-Agresión sexual;2022;183
ARAGÓN;3.1.-Agresión sexual;2021;165
ARAGÓN;3.1.-Agresión sexual;2020;121
ARAGÓN;3.1.-Agresión sexual;2019;142
ARAGÓN;3.1.-Agresión sexual;2018;117
ARAGÓN;3.2.-Agresión sexual con penetración;2024;67
ARAGÓN;3.2.-Agresión sexual con penetración;2023;67
ARAGÓN;3.2.-Agresión sexual con penetración;2022;80
ARAGÓN;3.2.-Agresión sexual con penetración;2021;92
ARAGÓN;3.2.-Agresión sexual con penetración;2020;57
ARAGÓN;3.2.-Agresión sexual con penetración;2019;35
ARAGÓN;3.2.-Agresión sexual con penetración;2018;39
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2024;13
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2023;5
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2022;6
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2021;5
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2020;6
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2019;5
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2018;3
ARAGÓN;3.4.-Pornografía de menores;2024;24
ARAGÓN;3.4.-Pornografía de menores;2023;16
ARAGÓN;3.4.-Pornografía de menores;2022;12
ARAGÓN;3.4.-Pornografía de menores;2021;20
ARAGÓN;3.4.-Pornografía de menores;2020;14
ARAGÓN;3.4.-Pornografía de menores;2019;22
ARAGÓN;3.4.-Pornografía de menores;2018;19
ARAGÓN;3.5.-Otros contra la libertad sexual;2024;33
ARAGÓN;3.5.-Otros contra la libertad sexual;2023;33
ARAGÓN;3.5.-Otros contra la libertad sexual;2022;39
ARAGÓN;3.5.-Otros contra la libertad sexual;2021;35
ARAGÓN;3.5.-Otros contra la libertad sexual;2020;26
ARAGÓN;3.5.-Otros contra la libertad sexual;2019;26
ARAGÓN;3.5.-Otros contra la libertad sexual;2018;22
ARAGÓN;4. RELACIONES FAMILIARES;2024;36
ARAGÓN;4. RELACIONES FAMILIARES;2023;30
ARAGÓN;4. RELACIONES FAMILIARES;2022;25
ARAGÓN;4. RELACIONES FAMILIARES;2021;23
ARAGÓN;4. RELACIONES FAMILIARES;2020;20
ARAGÓN;4. RELACIONES FAMILIARES;2019;27
ARAGÓN;4. RELACIONES FAMILIARES;2018;34
ARAGÓN;5. PATRIMONIO;2024;4.148
ARAGÓN;5. PATRIMONIO;2023;3.463
ARAGÓN;5. PATRIMONIO;2022;3.482
ARAGÓN;5. PATRIMONIO;2021;2.964
ARAGÓN;5. PATRIMONIO;2020;2.987
ARAGÓN;5. PATRIMONIO;2019;3.576
ARAGÓN;5. PATRIMONIO;2018;3.249
ARAGÓN;5.1.-Hurtos;2024;1.242
ARAGÓN;5.1.-Hurtos;2023;928
ARAGÓN;5.1.-Hurtos;2022;894
ARAGÓN;5.1.-Hurtos;2021;683
ARAGÓN;5.1.-Hurtos;2020;828
ARAGÓN;5.1.-Hurtos;2019;1.218
ARAGÓN;5.1.-Hurtos;2018;1.267
ARAGÓN;5.2.-Robos con fuerza en las cosas;2024;814
ARAGÓN;5.2.-Robos con fuerza en las cosas;2023;689
ARAGÓN;5.2.-Robos con fuerza en las cosas;2022;757
ARAGÓN;5.2.-Robos con fuerza en las cosas;2021;751
ARAGÓN;5.2.-Robos con fuerza en las cosas;2020;771
ARAGÓN;5.2.-Robos con fuerza en las cosas;2019;748
ARAGÓN;5.2.-Robos con fuerza en las cosas;2018;554
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;98
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;87
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;113
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;121
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;79
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;106
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;82
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2024;258
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2023;210
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2022;198
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2021;197
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2020;257
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2019;252
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2018;174
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2024;172
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2023;197
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2022;249
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2021;236
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2020;309
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2019;207
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2018;111
ARAGÓN;5.3.-Robos con violencia o intimidación;2024;800
ARAGÓN;5.3.-Robos con violencia o intimidación;2023;586
ARAGÓN;5.3.-Robos con violencia o intimidación;2022;673
ARAGÓN;5.3.-Robos con violencia o intimidación;2021;538
ARAGÓN;5.3.-Robos con violencia o intimidación;2020;400
ARAGÓN;5.3.-Robos con violencia o intimidación;2019;463
ARAGÓN;5.3.-Robos con violencia o intimidación;2018;426
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2024;509
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2023;360
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2022;474
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2021;351
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2020;268
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2019;292
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2018;243
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2024;61
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2023;23
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2022;23
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2021;27
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2020;18
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2019;30
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2018;26
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2024;195
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2023;154
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2022;131
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2021;114
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2020;83
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2019;103
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2018;106
ARAGÓN;5.4.-Sustracción de vehículos;2024;53
ARAGÓN;5.4.-Sustracción de vehículos;2023;38
ARAGÓN;5.4.-Sustracción de vehículos;2022;40
ARAGÓN;5.4.-Sustracción de vehículos;2021;55
ARAGÓN;5.4.-Sustracción de vehículos;2020;38
ARAGÓN;5.4.-Sustracción de vehículos;2019;35
ARAGÓN;5.4.-Sustracción de vehículos;2018;47
ARAGÓN;5.5.-Estafas;2024;605
ARAGÓN;5.5.-Estafas;2023;607
ARAGÓN;5.5.-Estafas;2022;467
ARAGÓN;5.5.-Estafas;2021;350
ARAGÓN;5.5.-Estafas;2020;339
ARAGÓN;5.5.-Estafas;2019;486
ARAGÓN;5.5.-Estafas;2018;360
ARAGÓN;5.5.1.-Estafas informáticas;2024;387
ARAGÓN;5.5.1.-Estafas informáticas;2023;386
ARAGÓN;5.5.1.-Estafas informáticas;2022;231
ARAGÓN;5.5.1.-Estafas informáticas;2021;193
ARAGÓN;5.5.1.-Estafas informáticas;2020;163
ARAGÓN;5.5.1.-Estafas informáticas;2019;209
ARAGÓN;5.5.1.-Estafas informáticas;2018;42
ARAGÓN;5.6.-Daños;2024;353
ARAGÓN;5.6.-Daños;2023;323
ARAGÓN;5.6.-Daños;2022;357
ARAGÓN;5.6.-Daños;2021;341
