Provincias;Nacionalidad;Sexo;periodo;Total
Araba/Álava;4.12.-Holanda;Femenino;2020;0
Araba/Álava;4.12.-Holanda;Femenino;2019;1
Araba/Álava;4.12.-Holanda;Femenino;2018;0
Araba/Álava;4.12.-Holanda;Ambos sexos;2024;2
Araba/Álava;4.12.-Holanda;Ambos sexos;2023;0
Araba/Álava;4.12.-Holanda;Ambos sexos;2022;0
Araba/Álava;4.12.-Holanda;Ambos sexos;2021;1
Araba/Álava;4.12.-Holanda;Ambos sexos;2020;0
Araba/Álava;4.12.-Holanda;Ambos sexos;2019;2
Araba/Álava;4.12.-Holanda;Ambos sexos;2018;1
Araba/Álava;4.13.-Bélgica;Masculino;2024;0
Araba/Álava;4.13.-Bélgica;Masculino;2023;0
Araba/Álava;4.13.-Bélgica;Masculino;2022;0
Araba/Álava;4.13.-Bélgica;Masculino;2021;1
Araba/Álava;4.13.-Bélgica;Masculino;2020;0
Araba/Álava;4.13.-Bélgica;Masculino;2019;1
Araba/Álava;4.13.-Bélgica;Masculino;2018;0
Araba/Álava;4.13.-Bélgica;Femenino;2024;0
Araba/Álava;4.13.-Bélgica;Femenino;2023;0
Araba/Álava;4.13.-Bélgica;Femenino;2022;0
Araba/Álava;4.13.-Bélgica;Femenino;2021;0
Araba/Álava;4.13.-Bélgica;Femenino;2020;0
Araba/Álava;4.13.-Bélgica;Femenino;2019;0
Araba/Álava;4.13.-Bélgica;Femenino;2018;0
Araba/Álava;4.13.-Bélgica;Ambos sexos;2024;0
Araba/Álava;4.13.-Bélgica;Ambos sexos;2023;0
Araba/Álava;4.13.-Bélgica;Ambos sexos;2022;0
Araba/Álava;4.13.-Bélgica;Ambos sexos;2021;1
Araba/Álava;4.13.-Bélgica;Ambos sexos;2020;0
Araba/Álava;4.13.-Bélgica;Ambos sexos;2019;1
Araba/Álava;4.13.-Bélgica;Ambos sexos;2018;0
Araba/Álava;4.14.-Resto de Europa;Masculino;2024;13
Araba/Álava;4.14.-Resto de Europa;Masculino;2023;14
Araba/Álava;4.14.-Resto de Europa;Masculino;2022;17
Araba/Álava;4.14.-Resto de Europa;Masculino;2021;9
Araba/Álava;4.14.-Resto de Europa;Masculino;2020;16
Araba/Álava;4.14.-Resto de Europa;Masculino;2019;25
Araba/Álava;4.14.-Resto de Europa;Masculino;2018;19
Araba/Álava;4.14.-Resto de Europa;Femenino;2024;1
Araba/Álava;4.14.-Resto de Europa;Femenino;2023;1
Araba/Álava;4.14.-Resto de Europa;Femenino;2022;1
Araba/Álava;4.14.-Resto de Europa;Femenino;2021;0
Araba/Álava;4.14.-Resto de Europa;Femenino;2020;2
Araba/Álava;4.14.-Resto de Europa;Femenino;2019;2
Araba/Álava;4.14.-Resto de Europa;Femenino;2018;1
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2024;14
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2023;15
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2022;18
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2021;9
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2020;18
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2019;27
Araba/Álava;4.14.-Resto de Europa;Ambos sexos;2018;20
Araba/Álava;5.-OCEANÍA;Masculino;2024;0
Araba/Álava;5.-OCEANÍA;Masculino;2023;0
Araba/Álava;5.-OCEANÍA;Masculino;2022;0
Araba/Álava;5.-OCEANÍA;Masculino;2021;0
Araba/Álava;5.-OCEANÍA;Masculino;2020;0
Araba/Álava;5.-OCEANÍA;Masculino;2019;0
Araba/Álava;5.-OCEANÍA;Masculino;2018;0
Araba/Álava;5.-OCEANÍA;Femenino;2024;0
Araba/Álava;5.-OCEANÍA;Femenino;2023;0
Araba/Álava;5.-OCEANÍA;Femenino;2022;0
Araba/Álava;5.-OCEANÍA;Femenino;2021;0
Araba/Álava;5.-OCEANÍA;Femenino;2020;0
Araba/Álava;5.-OCEANÍA;Femenino;2019;0
Araba/Álava;5.-OCEANÍA;Femenino;2018;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2024;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2023;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2022;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2021;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2020;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2019;0
Araba/Álava;5.-OCEANÍA;Ambos sexos;2018;0
Araba/Álava;6.-OTROS;Masculino;2024;5
Araba/Álava;6.-OTROS;Masculino;2023;6
Araba/Álava;6.-OTROS;Masculino;2022;1
Araba/Álava;6.-OTROS;Masculino;2021;13
Araba/Álava;6.-OTROS;Masculino;2020;2
Araba/Álava;6.-OTROS;Masculino;2019;6
Araba/Álava;6.-OTROS;Masculino;2018;2
Araba/Álava;6.-OTROS;Femenino;2024;1
Araba/Álava;6.-OTROS;Femenino;2023;1
Araba/Álava;6.-OTROS;Femenino;2022;0
Araba/Álava;6.-OTROS;Femenino;2021;0
Araba/Álava;6.-OTROS;Femenino;2020;0
Araba/Álava;6.-OTROS;Femenino;2019;0
Araba/Álava;6.-OTROS;Femenino;2018;0
Araba/Álava;6.-OTROS;Ambos sexos;2024;6
Araba/Álava;6.-OTROS;Ambos sexos;2023;7
Araba/Álava;6.-OTROS;Ambos sexos;2022;1
Araba/Álava;6.-OTROS;Ambos sexos;2021;13
Araba/Álava;6.-OTROS;Ambos sexos;2020;2
Araba/Álava;6.-OTROS;Ambos sexos;2019;6
Araba/Álava;6.-OTROS;Ambos sexos;2018;2
Araba/Álava;TOTAL;Masculino;2024;578
Araba/Álava;TOTAL;Masculino;2023;502
Araba/Álava;TOTAL;Masculino;2022;453
Araba/Álava;TOTAL;Masculino;2021;436
Araba/Álava;TOTAL;Masculino;2020;409
Araba/Álava;TOTAL;Masculino;2019;327
Araba/Álava;TOTAL;Masculino;2018;321
Araba/Álava;TOTAL;Femenino;2024;64
Araba/Álava;TOTAL;Femenino;2023;68
Araba/Álava;TOTAL;Femenino;2022;54
Araba/Álava;TOTAL;Femenino;2021;54
Araba/Álava;TOTAL;Femenino;2020;49
Araba/Álava;TOTAL;Femenino;2019;33
Araba/Álava;TOTAL;Femenino;2018;48
Araba/Álava;TOTAL;Ambos sexos;2024;642
Araba/Álava;TOTAL;Ambos sexos;2023;570
Araba/Álava;TOTAL;Ambos sexos;2022;507
Araba/Álava;TOTAL;Ambos sexos;2021;490
Araba/Álava;TOTAL;Ambos sexos;2020;458
Araba/Álava;TOTAL;Ambos sexos;2019;360
Araba/Álava;TOTAL;Ambos sexos;2018;369
Albacete;1.-CONTINENTE AFRICANO;Masculino;2024;355
Albacete;1.-CONTINENTE AFRICANO;Masculino;2023;334
Albacete;1.-CONTINENTE AFRICANO;Masculino;2022;339
Albacete;1.-CONTINENTE AFRICANO;Masculino;2021;317
Albacete;1.-CONTINENTE AFRICANO;Masculino;2020;201
Albacete;1.-CONTINENTE AFRICANO;Masculino;2019;279
Albacete;1.-CONTINENTE AFRICANO;Masculino;2018;231
Albacete;1.-CONTINENTE AFRICANO;Femenino;2024;23
Albacete;1.-CONTINENTE AFRICANO;Femenino;2023;19
Albacete;1.-CONTINENTE AFRICANO;Femenino;2022;28
Albacete;1.-CONTINENTE AFRICANO;Femenino;2021;13
Albacete;1.-CONTINENTE AFRICANO;Femenino;2020;23
Albacete;1.-CONTINENTE AFRICANO;Femenino;2019;18
Albacete;1.-CONTINENTE AFRICANO;Femenino;2018;24
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2024;378
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2023;353
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2022;367
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2021;330
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2020;224
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2019;297
Albacete;1.-CONTINENTE AFRICANO;Ambos sexos;2018;255
Albacete;1.01.-Marruecos;Masculino;2024;240
Albacete;1.01.-Marruecos;Masculino;2023;245
Albacete;1.01.-Marruecos;Masculino;2022;226
Albacete;1.01.-Marruecos;Masculino;2021;225
Albacete;1.01.-Marruecos;Masculino;2020;133
Albacete;1.01.-Marruecos;Masculino;2019;166
Albacete;1.01.-Marruecos;Masculino;2018;158
Albacete;1.01.-Marruecos;Femenino;2024;17
Albacete;1.01.-Marruecos;Femenino;2023;17
Albacete;1.01.-Marruecos;Femenino;2022;23
Albacete;1.01.-Marruecos;Femenino;2021;7
Albacete;1.01.-Marruecos;Femenino;2020;22
Albacete;1.01.-Marruecos;Femenino;2019;13
Albacete;1.01.-Marruecos;Femenino;2018;22
Albacete;1.01.-Marruecos;Ambos sexos;2024;257
Albacete;1.01.-Marruecos;Ambos sexos;2023;262
Albacete;1.01.-Marruecos;Ambos sexos;2022;249
Albacete;1.01.-Marruecos;Ambos sexos;2021;232
Albacete;1.01.-Marruecos;Ambos sexos;2020;155
Albacete;1.01.-Marruecos;Ambos sexos;2019;179
Albacete;1.01.-Marruecos;Ambos sexos;2018;180
Albacete;1.02.-Argelia;Masculino;2024;21
Albacete;1.02.-Argelia;Masculino;2023;16
Albacete;1.02.-Argelia;Masculino;2022;15
Albacete;1.02.-Argelia;Masculino;2021;13
Albacete;1.02.-Argelia;Masculino;2020;9
Albacete;1.02.-Argelia;Masculino;2019;6
Albacete;1.02.-Argelia;Masculino;2018;3
Albacete;1.02.-Argelia;Femenino;2024;1
Albacete;1.02.-Argelia;Femenino;2023;0
Albacete;1.02.-Argelia;Femenino;2022;2
Albacete;1.02.-Argelia;Femenino;2021;0
Albacete;1.02.-Argelia;Femenino;2020;0
Albacete;1.02.-Argelia;Femenino;2019;0
Albacete;1.02.-Argelia;Femenino;2018;0
Albacete;1.02.-Argelia;Ambos sexos;2024;22
Albacete;1.02.-Argelia;Ambos sexos;2023;16
Albacete;1.02.-Argelia;Ambos sexos;2022;17
Albacete;1.02.-Argelia;Ambos sexos;2021;13
Albacete;1.02.-Argelia;Ambos sexos;2020;9
Albacete;1.02.-Argelia;Ambos sexos;2019;6
Albacete;1.02.-Argelia;Ambos sexos;2018;3
Albacete;1.03.-Senegal;Masculino;2024;41
Albacete;1.03.-Senegal;Masculino;2023;15
Albacete;1.03.-Senegal;Masculino;2022;38
Albacete;1.03.-Senegal;Masculino;2021;29
Albacete;1.03.-Senegal;Masculino;2020;12
Albacete;1.03.-Senegal;Masculino;2019;34
Albacete;1.03.-Senegal;Masculino;2018;19
Albacete;1.03.-Senegal;Femenino;2024;5
Albacete;1.03.-Senegal;Femenino;2023;1
Albacete;1.03.-Senegal;Femenino;2022;1
Albacete;1.03.-Senegal;Femenino;2021;4
Albacete;1.03.-Senegal;Femenino;2020;0
Albacete;1.03.-Senegal;Femenino;2019;2
Albacete;1.03.-Senegal;Femenino;2018;0
Albacete;1.03.-Senegal;Ambos sexos;2024;46
Albacete;1.03.-Senegal;Ambos sexos;2023;16
Albacete;1.03.-Senegal;Ambos sexos;2022;39
Albacete;1.03.-Senegal;Ambos sexos;2021;33
Albacete;1.03.-Senegal;Ambos sexos;2020;12
Albacete;1.03.-Senegal;Ambos sexos;2019;36
Albacete;1.03.-Senegal;Ambos sexos;2018;19
Albacete;1.04.-Nigeria;Masculino;2024;0
Albacete;1.04.-Nigeria;Masculino;2023;0
Albacete;1.04.-Nigeria;Masculino;2022;0
Albacete;1.04.-Nigeria;Masculino;2021;3
Albacete;1.04.-Nigeria;Masculino;2020;0
Albacete;1.04.-Nigeria;Masculino;2019;3
Albacete;1.04.-Nigeria;Masculino;2018;1
Albacete;1.04.-Nigeria;Femenino;2024;0
Albacete;1.04.-Nigeria;Femenino;2023;0
Albacete;1.04.-Nigeria;Femenino;2022;1
Albacete;1.04.-Nigeria;Femenino;2021;0
Albacete;1.04.-Nigeria;Femenino;2020;0
Albacete;1.04.-Nigeria;Femenino;2019;0
Albacete;1.04.-Nigeria;Femenino;2018;1
Albacete;1.04.-Nigeria;Ambos sexos;2024;0
Albacete;1.04.-Nigeria;Ambos sexos;2023;0
Albacete;1.04.-Nigeria;Ambos sexos;2022;1
Albacete;1.04.-Nigeria;Ambos sexos;2021;3
Albacete;1.04.-Nigeria;Ambos sexos;2020;0
Albacete;1.04.-Nigeria;Ambos sexos;2019;3
Albacete;1.04.-Nigeria;Ambos sexos;2018;2
Albacete;1.05.-Guinea Ecuatorial;Masculino;2024;5
Albacete;1.05.-Guinea Ecuatorial;Masculino;2023;3
Albacete;1.05.-Guinea Ecuatorial;Masculino;2022;4
Albacete;1.05.-Guinea Ecuatorial;Masculino;2021;2
Albacete;1.05.-Guinea Ecuatorial;Masculino;2020;3
Albacete;1.05.-Guinea Ecuatorial;Masculino;2019;12
Albacete;1.05.-Guinea Ecuatorial;Masculino;2018;7
Albacete;1.05.-Guinea Ecuatorial;Femenino;2024;0
Albacete;1.05.-Guinea Ecuatorial;Femenino;2023;0
Albacete;1.05.-Guinea Ecuatorial;Femenino;2022;1
Albacete;1.05.-Guinea Ecuatorial;Femenino;2021;1
Albacete;1.05.-Guinea Ecuatorial;Femenino;2020;0
Albacete;1.05.-Guinea Ecuatorial;Femenino;2019;2
Albacete;1.05.-Guinea Ecuatorial;Femenino;2018;0
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2024;5
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2023;3
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2022;5
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2021;3
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2020;3
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2019;14
Albacete;1.05.-Guinea Ecuatorial;Ambos sexos;2018;7
Albacete;1.06.-Ghana;Masculino;2024;3
Albacete;1.06.-Ghana;Masculino;2023;1
Albacete;1.06.-Ghana;Masculino;2022;3
Albacete;1.06.-Ghana;Masculino;2021;1
Albacete;1.06.-Ghana;Masculino;2020;4
Albacete;1.06.-Ghana;Masculino;2019;4
Albacete;1.06.-Ghana;Masculino;2018;7
Albacete;1.06.-Ghana;Femenino;2024;0
Albacete;1.06.-Ghana;Femenino;2023;0
Albacete;1.06.-Ghana;Femenino;2022;0
Albacete;1.06.-Ghana;Femenino;2021;0
Albacete;1.06.-Ghana;Femenino;2020;0
Albacete;1.06.-Ghana;Femenino;2019;0
Albacete;1.06.-Ghana;Femenino;2018;0
Albacete;1.06.-Ghana;Ambos sexos;2024;3
Albacete;1.06.-Ghana;Ambos sexos;2023;1
Albacete;1.06.-Ghana;Ambos sexos;2022;3
Albacete;1.06.-Ghana;Ambos sexos;2021;1
Albacete;1.06.-Ghana;Ambos sexos;2020;4
Albacete;1.06.-Ghana;Ambos sexos;2019;4
Albacete;1.06.-Ghana;Ambos sexos;2018;7
Albacete;1.07.-Mali;Masculino;2024;25
Albacete;1.07.-Mali;Masculino;2023;21
Albacete;1.07.-Mali;Masculino;2022;19
Albacete;1.07.-Mali;Masculino;2021;16
Albacete;1.07.-Mali;Masculino;2020;28
Albacete;1.07.-Mali;Masculino;2019;32
Albacete;1.07.-Mali;Masculino;2018;23
Albacete;1.07.-Mali;Femenino;2024;0
Albacete;1.07.-Mali;Femenino;2023;0
Albacete;1.07.-Mali;Femenino;2022;0
Albacete;1.07.-Mali;Femenino;2021;1
Albacete;1.07.-Mali;Femenino;2020;0
Albacete;1.07.-Mali;Femenino;2019;0
Albacete;1.07.-Mali;Femenino;2018;1
Albacete;1.07.-Mali;Ambos sexos;2024;25
Albacete;1.07.-Mali;Ambos sexos;2023;21
Albacete;1.07.-Mali;Ambos sexos;2022;19
Albacete;1.07.-Mali;Ambos sexos;2021;17
Albacete;1.07.-Mali;Ambos sexos;2020;28
Albacete;1.07.-Mali;Ambos sexos;2019;32
Albacete;1.07.-Mali;Ambos sexos;2018;24
Albacete;1.08.-Camerún;Masculino;2024;2
Albacete;1.08.-Camerún;Masculino;2023;3
Albacete;1.08.-Camerún;Masculino;2022;4
Albacete;1.08.-Camerún;Masculino;2021;0
Albacete;1.08.-Camerún;Masculino;2020;1
Albacete;1.08.-Camerún;Masculino;2019;3
Albacete;1.08.-Camerún;Masculino;2018;2
Albacete;1.08.-Camerún;Femenino;2024;0
Albacete;1.08.-Camerún;Femenino;2023;0
Albacete;1.08.-Camerún;Femenino;2022;0
Albacete;1.08.-Camerún;Femenino;2021;0
Albacete;1.08.-Camerún;Femenino;2020;0
Albacete;1.08.-Camerún;Femenino;2019;0
Albacete;1.08.-Camerún;Femenino;2018;0
Albacete;1.08.-Camerún;Ambos sexos;2024;2
Albacete;1.08.-Camerún;Ambos sexos;2023;3
Albacete;1.08.-Camerún;Ambos sexos;2022;4
Albacete;1.08.-Camerún;Ambos sexos;2021;0
Albacete;1.08.-Camerún;Ambos sexos;2020;1
Albacete;1.08.-Camerún;Ambos sexos;2019;3
Albacete;1.08.-Camerún;Ambos sexos;2018;2
Albacete;1.09.-Gambia;Masculino;2024;5
Albacete;1.09.-Gambia;Masculino;2023;8
Albacete;1.09.-Gambia;Masculino;2022;8
Albacete;1.09.-Gambia;Masculino;2021;9
Albacete;1.09.-Gambia;Masculino;2020;1
Albacete;1.09.-Gambia;Masculino;2019;4
Albacete;1.09.-Gambia;Masculino;2018;2
Albacete;1.09.-Gambia;Femenino;2024;0
Albacete;1.09.-Gambia;Femenino;2023;0
Albacete;1.09.-Gambia;Femenino;2022;0
Albacete;1.09.-Gambia;Femenino;2021;0
Albacete;1.09.-Gambia;Femenino;2020;0
Albacete;1.09.-Gambia;Femenino;2019;0
Albacete;1.09.-Gambia;Femenino;2018;0
Albacete;1.09.-Gambia;Ambos sexos;2024;5
Albacete;1.09.-Gambia;Ambos sexos;2023;8
Albacete;1.09.-Gambia;Ambos sexos;2022;8
Albacete;1.09.-Gambia;Ambos sexos;2021;9
Albacete;1.09.-Gambia;Ambos sexos;2020;1
Albacete;1.09.-Gambia;Ambos sexos;2019;4
Albacete;1.09.-Gambia;Ambos sexos;2018;2
Albacete;1.10.-Guinea Bisau;Masculino;2024;1
Albacete;1.10.-Guinea Bisau;Masculino;2023;1
Albacete;1.10.-Guinea Bisau;Masculino;2022;1
Albacete;1.10.-Guinea Bisau;Masculino;2021;2
Albacete;1.10.-Guinea Bisau;Masculino;2020;0
Albacete;1.10.-Guinea Bisau;Masculino;2019;0
Albacete;1.10.-Guinea Bisau;Masculino;2018;1
Albacete;1.10.-Guinea Bisau;Femenino;2024;0
Albacete;1.10.-Guinea Bisau;Femenino;2023;0
Albacete;1.10.-Guinea Bisau;Femenino;2022;0
Albacete;1.10.-Guinea Bisau;Femenino;2021;0
Albacete;1.10.-Guinea Bisau;Femenino;2020;0
Albacete;1.10.-Guinea Bisau;Femenino;2019;0
Albacete;1.10.-Guinea Bisau;Femenino;2018;0
Albacete;1.10.-Guinea Bisau;Ambos sexos;2024;1
Albacete;1.10.-Guinea Bisau;Ambos sexos;2023;1
Albacete;1.10.-Guinea Bisau;Ambos sexos;2022;1
Albacete;1.10.-Guinea Bisau;Ambos sexos;2021;2
Albacete;1.10.-Guinea Bisau;Ambos sexos;2020;0
Albacete;1.10.-Guinea Bisau;Ambos sexos;2019;0
Albacete;1.10.-Guinea Bisau;Ambos sexos;2018;1
Albacete;1.11.-Resto África;Masculino;2024;12
Albacete;1.11.-Resto África;Masculino;2023;21
Albacete;1.11.-Resto África;Masculino;2022;21
Albacete;1.11.-Resto África;Masculino;2021;17
Albacete;1.11.-Resto África;Masculino;2020;10
Albacete;1.11.-Resto África;Masculino;2019;15
Albacete;1.11.-Resto África;Masculino;2018;8
Albacete;1.11.-Resto África;Femenino;2024;0
Albacete;1.11.-Resto África;Femenino;2023;1
Albacete;1.11.-Resto África;Femenino;2022;0
Albacete;1.11.-Resto África;Femenino;2021;0
Albacete;1.11.-Resto África;Femenino;2020;1
Albacete;1.11.-Resto África;Femenino;2019;1
Albacete;1.11.-Resto África;Femenino;2018;0
Albacete;1.11.-Resto África;Ambos sexos;2024;12
Albacete;1.11.-Resto África;Ambos sexos;2023;22
Albacete;1.11.-Resto África;Ambos sexos;2022;21
Albacete;1.11.-Resto África;Ambos sexos;2021;17
Albacete;1.11.-Resto África;Ambos sexos;2020;11
Albacete;1.11.-Resto África;Ambos sexos;2019;16
Albacete;1.11.-Resto África;Ambos sexos;2018;8
Albacete;2.-CONTINENTE AMERICANO;Masculino;2024;261
Albacete;2.-CONTINENTE AMERICANO;Masculino;2023;218
Albacete;2.-CONTINENTE AMERICANO;Masculino;2022;170
Albacete;2.-CONTINENTE AMERICANO;Masculino;2021;153
Albacete;2.-CONTINENTE AMERICANO;Masculino;2020;149
Albacete;2.-CONTINENTE AMERICANO;Masculino;2019;135
Albacete;2.-CONTINENTE AMERICANO;Masculino;2018;138
Albacete;2.-CONTINENTE AMERICANO;Femenino;2024;83
Albacete;2.-CONTINENTE AMERICANO;Femenino;2023;61
Albacete;2.-CONTINENTE AMERICANO;Femenino;2022;79
Albacete;2.-CONTINENTE AMERICANO;Femenino;2021;64
Albacete;2.-CONTINENTE AMERICANO;Femenino;2020;56
Albacete;2.-CONTINENTE AMERICANO;Femenino;2019;57
Albacete;2.-CONTINENTE AMERICANO;Femenino;2018;40
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2024;344
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2023;279
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2022;249
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2021;217
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2020;205
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2019;192
Albacete;2.-CONTINENTE AMERICANO;Ambos sexos;2018;178
Albacete;2.01.-Ecuador;Masculino;2024;31
Albacete;2.01.-Ecuador;Masculino;2023;23
Albacete;2.01.-Ecuador;Masculino;2022;24
Albacete;2.01.-Ecuador;Masculino;2021;22
Albacete;2.01.-Ecuador;Masculino;2020;35
Albacete;2.01.-Ecuador;Masculino;2019;22
Albacete;2.01.-Ecuador;Masculino;2018;35
Albacete;2.01.-Ecuador;Femenino;2024;2
Albacete;2.01.-Ecuador;Femenino;2023;1
Albacete;2.01.-Ecuador;Femenino;2022;3
Albacete;2.01.-Ecuador;Femenino;2021;7
Albacete;2.01.-Ecuador;Femenino;2020;2
Albacete;2.01.-Ecuador;Femenino;2019;2
Albacete;2.01.-Ecuador;Femenino;2018;5
Albacete;2.01.-Ecuador;Ambos sexos;2024;33
Albacete;2.01.-Ecuador;Ambos sexos;2023;24
Albacete;2.01.-Ecuador;Ambos sexos;2022;27
Albacete;2.01.-Ecuador;Ambos sexos;2021;29
Albacete;2.01.-Ecuador;Ambos sexos;2020;37
Albacete;2.01.-Ecuador;Ambos sexos;2019;24
Albacete;2.01.-Ecuador;Ambos sexos;2018;40
Albacete;2.02.-Colombia;Masculino;2024;92
Albacete;2.02.-Colombia;Masculino;2023;73
Albacete;2.02.-Colombia;Masculino;2022;58
Albacete;2.02.-Colombia;Masculino;2021;48
Albacete;2.02.-Colombia;Masculino;2020;45
Albacete;2.02.-Colombia;Masculino;2019;34
Albacete;2.02.-Colombia;Masculino;2018;36
Albacete;2.02.-Colombia;Femenino;2024;31
Albacete;2.02.-Colombia;Femenino;2023;24
Albacete;2.02.-Colombia;Femenino;2022;18
Albacete;2.02.-Colombia;Femenino;2021;19
Albacete;2.02.-Colombia;Femenino;2020;15
Albacete;2.02.-Colombia;Femenino;2019;19
Albacete;2.02.-Colombia;Femenino;2018;12
Albacete;2.02.-Colombia;Ambos sexos;2024;123
Albacete;2.02.-Colombia;Ambos sexos;2023;97
Albacete;2.02.-Colombia;Ambos sexos;2022;76
Albacete;2.02.-Colombia;Ambos sexos;2021;67
Albacete;2.02.-Colombia;Ambos sexos;2020;60
Albacete;2.02.-Colombia;Ambos sexos;2019;53
Albacete;2.02.-Colombia;Ambos sexos;2018;48
Albacete;2.03.-Rep. Dominicana;Masculino;2024;20
Albacete;2.03.-Rep. Dominicana;Masculino;2023;7
Albacete;2.03.-Rep. Dominicana;Masculino;2022;4
Albacete;2.03.-Rep. Dominicana;Masculino;2021;4
Albacete;2.03.-Rep. Dominicana;Masculino;2020;2
Albacete;2.03.-Rep. Dominicana;Masculino;2019;2
Albacete;2.03.-Rep. Dominicana;Masculino;2018;4
Albacete;2.03.-Rep. Dominicana;Femenino;2024;5
Albacete;2.03.-Rep. Dominicana;Femenino;2023;1
Albacete;2.03.-Rep. Dominicana;Femenino;2022;2
Albacete;2.03.-Rep. Dominicana;Femenino;2021;1
Albacete;2.03.-Rep. Dominicana;Femenino;2020;1
Albacete;2.03.-Rep. Dominicana;Femenino;2019;0
Albacete;2.03.-Rep. Dominicana;Femenino;2018;1
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2024;25
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2023;8
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2022;6
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2021;5
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2020;3
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2019;2
Albacete;2.03.-Rep. Dominicana;Ambos sexos;2018;5
Albacete;2.04.-Bolivia;Masculino;2024;23
Albacete;2.04.-Bolivia;Masculino;2023;24
Albacete;2.04.-Bolivia;Masculino;2022;27
Albacete;2.04.-Bolivia;Masculino;2021;26
Albacete;2.04.-Bolivia;Masculino;2020;21
Albacete;2.04.-Bolivia;Masculino;2019;28
Albacete;2.04.-Bolivia;Masculino;2018;20
Albacete;2.04.-Bolivia;Femenino;2024;8
Albacete;2.04.-Bolivia;Femenino;2023;6
Albacete;2.04.-Bolivia;Femenino;2022;9
Albacete;2.04.-Bolivia;Femenino;2021;3
Albacete;2.04.-Bolivia;Femenino;2020;8
Albacete;2.04.-Bolivia;Femenino;2019;6
Albacete;2.04.-Bolivia;Femenino;2018;5
Albacete;2.04.-Bolivia;Ambos sexos;2024;31
Albacete;2.04.-Bolivia;Ambos sexos;2023;30
Albacete;2.04.-Bolivia;Ambos sexos;2022;36
Albacete;2.04.-Bolivia;Ambos sexos;2021;29
Albacete;2.04.-Bolivia;Ambos sexos;2020;29
Albacete;2.04.-Bolivia;Ambos sexos;2019;34
Albacete;2.04.-Bolivia;Ambos sexos;2018;25
Albacete;2.05.-Perú;Masculino;2024;21
Albacete;2.05.-Perú;Masculino;2023;24
Albacete;2.05.-Perú;Masculino;2022;8
Albacete;2.05.-Perú;Masculino;2021;8
Albacete;2.05.-Perú;Masculino;2020;6
Albacete;2.05.-Perú;Masculino;2019;13
Albacete;2.05.-Perú;Masculino;2018;1
Albacete;2.05.-Perú;Femenino;2024;5
Albacete;2.05.-Perú;Femenino;2023;4
Albacete;2.05.-Perú;Femenino;2022;5
Albacete;2.05.-Perú;Femenino;2021;5
Albacete;2.05.-Perú;Femenino;2020;0
Albacete;2.05.-Perú;Femenino;2019;6
Albacete;2.05.-Perú;Femenino;2018;1
Albacete;2.05.-Perú;Ambos sexos;2024;26
Albacete;2.05.-Perú;Ambos sexos;2023;28
Albacete;2.05.-Perú;Ambos sexos;2022;13
Albacete;2.05.-Perú;Ambos sexos;2021;13
Albacete;2.05.-Perú;Ambos sexos;2020;6
Albacete;2.05.-Perú;Ambos sexos;2019;19
Albacete;2.05.-Perú;Ambos sexos;2018;2
Albacete;2.06.-Argentina;Masculino;2024;5
Albacete;2.06.-Argentina;Masculino;2023;8
Albacete;2.06.-Argentina;Masculino;2022;4
Albacete;2.06.-Argentina;Masculino;2021;2
Albacete;2.06.-Argentina;Masculino;2020;0
Albacete;2.06.-Argentina;Masculino;2019;4
