Provincias;Tipología penal;periodo;Total
Murcia;5.2.-Robos con fuerza en las cosas;2022;1.282
Murcia;5.2.-Robos con fuerza en las cosas;2021;1.087
Murcia;5.2.-Robos con fuerza en las cosas;2020;1.055
Murcia;5.2.-Robos con fuerza en las cosas;2019;1.153
Murcia;5.2.-Robos con fuerza en las cosas;2018;1.295
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;292
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;309
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;234
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;202
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;163
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;173
Murcia;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;218
Murcia;5.2.2.-Robos con fuerza en viviendas;2024;485
Murcia;5.2.2.-Robos con fuerza en viviendas;2023;460
Murcia;5.2.2.-Robos con fuerza en viviendas;2022;471
Murcia;5.2.2.-Robos con fuerza en viviendas;2021;433
Murcia;5.2.2.-Robos con fuerza en viviendas;2020;486
Murcia;5.2.2.-Robos con fuerza en viviendas;2019;502
Murcia;5.2.2.-Robos con fuerza en viviendas;2018;574
Murcia;5.2.3.-Robos con fuerza en establecimientos;2024;305
Murcia;5.2.3.-Robos con fuerza en establecimientos;2023;343
Murcia;5.2.3.-Robos con fuerza en establecimientos;2022;272
Murcia;5.2.3.-Robos con fuerza en establecimientos;2021;252
Murcia;5.2.3.-Robos con fuerza en establecimientos;2020;214
Murcia;5.2.3.-Robos con fuerza en establecimientos;2019;209
Murcia;5.2.3.-Robos con fuerza en establecimientos;2018;199
Murcia;5.3.-Robos con violencia o intimidación;2024;1.092
Murcia;5.3.-Robos con violencia o intimidación;2023;922
Murcia;5.3.-Robos con violencia o intimidación;2022;874
Murcia;5.3.-Robos con violencia o intimidación;2021;545
Murcia;5.3.-Robos con violencia o intimidación;2020;535
Murcia;5.3.-Robos con violencia o intimidación;2019;591
Murcia;5.3.-Robos con violencia o intimidación;2018;512
Murcia;5.3.1.-Robos con violencia en vía pública;2024;624
Murcia;5.3.1.-Robos con violencia en vía pública;2023;486
Murcia;5.3.1.-Robos con violencia en vía pública;2022;487
Murcia;5.3.1.-Robos con violencia en vía pública;2021;305
Murcia;5.3.1.-Robos con violencia en vía pública;2020;277
Murcia;5.3.1.-Robos con violencia en vía pública;2019;269
Murcia;5.3.1.-Robos con violencia en vía pública;2018;308
Murcia;5.3.2.-Robos con violencia en viviendas;2024;93
Murcia;5.3.2.-Robos con violencia en viviendas;2023;86
Murcia;5.3.2.-Robos con violencia en viviendas;2022;63
Murcia;5.3.2.-Robos con violencia en viviendas;2021;35
Murcia;5.3.2.-Robos con violencia en viviendas;2020;82
Murcia;5.3.2.-Robos con violencia en viviendas;2019;72
Murcia;5.3.2.-Robos con violencia en viviendas;2018;59
Murcia;5.3.3.-Robos con violencia en establecimientos;2024;258
Murcia;5.3.3.-Robos con violencia en establecimientos;2023;244
Murcia;5.3.3.-Robos con violencia en establecimientos;2022;226
Murcia;5.3.3.-Robos con violencia en establecimientos;2021;124
Murcia;5.3.3.-Robos con violencia en establecimientos;2020;108
Murcia;5.3.3.-Robos con violencia en establecimientos;2019;140
Murcia;5.3.3.-Robos con violencia en establecimientos;2018;102
Murcia;5.4.-Sustracción de vehículos;2024;152
Murcia;5.4.-Sustracción de vehículos;2023;180
Murcia;5.4.-Sustracción de vehículos;2022;168
Murcia;5.4.-Sustracción de vehículos;2021;102
Murcia;5.4.-Sustracción de vehículos;2020;114
Murcia;5.4.-Sustracción de vehículos;2019;112
Murcia;5.4.-Sustracción de vehículos;2018;151
Murcia;5.5.-Estafas;2024;758
Murcia;5.5.-Estafas;2023;713
Murcia;5.5.-Estafas;2022;580
Murcia;5.5.-Estafas;2021;486
Murcia;5.5.-Estafas;2020;503
Murcia;5.5.-Estafas;2019;519
Murcia;5.5.-Estafas;2018;514
Murcia;5.5.1.-Estafas informáticas;2024;371
Murcia;5.5.1.-Estafas informáticas;2023;359
Murcia;5.5.1.-Estafas informáticas;2022;254
Murcia;5.5.1.-Estafas informáticas;2021;202
Murcia;5.5.1.-Estafas informáticas;2020;192
Murcia;5.5.1.-Estafas informáticas;2019;124
Murcia;5.5.1.-Estafas informáticas;2018;66
Murcia;5.6.-Daños;2024;512
Murcia;5.6.-Daños;2023;488
Murcia;5.6.-Daños;2022;438
Murcia;5.6.-Daños;2021;398
Murcia;5.6.-Daños;2020;383
Murcia;5.6.-Daños;2019;387
Murcia;5.6.-Daños;2018;405
Murcia;5.7.-Contra la propiedad intelectual/industrial;2024;30
Murcia;5.7.-Contra la propiedad intelectual/industrial;2023;39
Murcia;5.7.-Contra la propiedad intelectual/industrial;2022;65
Murcia;5.7.-Contra la propiedad intelectual/industrial;2021;42
Murcia;5.7.-Contra la propiedad intelectual/industrial;2020;59
Murcia;5.7.-Contra la propiedad intelectual/industrial;2019;26
Murcia;5.7.-Contra la propiedad intelectual/industrial;2018;48
Murcia;5.8.-Blanqueo de capitales;2024;9
Murcia;5.8.-Blanqueo de capitales;2023;25
Murcia;5.8.-Blanqueo de capitales;2022;5
Murcia;5.8.-Blanqueo de capitales;2021;7
Murcia;5.8.-Blanqueo de capitales;2020;7
Murcia;5.8.-Blanqueo de capitales;2019;27
Murcia;5.8.-Blanqueo de capitales;2018;22
Murcia;5.9.-Otros contra el patrimonio;2024;592
Murcia;5.9.-Otros contra el patrimonio;2023;548
Murcia;5.9.-Otros contra el patrimonio;2022;440
Murcia;5.9.-Otros contra el patrimonio;2021;500
Murcia;5.9.-Otros contra el patrimonio;2020;420
Murcia;5.9.-Otros contra el patrimonio;2019;463
Murcia;5.9.-Otros contra el patrimonio;2018;412
Murcia;6. SEGURIDAD COLECTIVA;2024;2.123
Murcia;6. SEGURIDAD COLECTIVA;2023;2.042
Murcia;6. SEGURIDAD COLECTIVA;2022;2.022
Murcia;6. SEGURIDAD COLECTIVA;2021;1.823
Murcia;6. SEGURIDAD COLECTIVA;2020;1.511
Murcia;6. SEGURIDAD COLECTIVA;2019;1.883
Murcia;6. SEGURIDAD COLECTIVA;2018;1.740
Murcia;6.1.-Tráfico de drogas;2024;1.017
Murcia;6.1.-Tráfico de drogas;2023;1.078
Murcia;6.1.-Tráfico de drogas;2022;940
Murcia;6.1.-Tráfico de drogas;2021;967
Murcia;6.1.-Tráfico de drogas;2020;703
Murcia;6.1.-Tráfico de drogas;2019;713
Murcia;6.1.-Tráfico de drogas;2018;613
Murcia;6.2.-Contra la seguridad vial;2024;1.049
Murcia;6.2.-Contra la seguridad vial;2023;924
Murcia;6.2.-Contra la seguridad vial;2022;1.032
Murcia;6.2.-Contra la seguridad vial;2021;817
Murcia;6.2.-Contra la seguridad vial;2020;765
Murcia;6.2.-Contra la seguridad vial;2019;1.116
Murcia;6.2.-Contra la seguridad vial;2018;1.043
Murcia;6.3.-Otros contra la seguridad colectiva;2024;57
Murcia;6.3.-Otros contra la seguridad colectiva;2023;40
Murcia;6.3.-Otros contra la seguridad colectiva;2022;50
Murcia;6.3.-Otros contra la seguridad colectiva;2021;39
Murcia;6.3.-Otros contra la seguridad colectiva;2020;43
Murcia;6.3.-Otros contra la seguridad colectiva;2019;54
Murcia;6.3.-Otros contra la seguridad colectiva;2018;84
Murcia;7. FALSEDADES;2024;611
Murcia;7. FALSEDADES;2023;505
Murcia;7. FALSEDADES;2022;511
Murcia;7. FALSEDADES;2021;631
Murcia;7. FALSEDADES;2020;537
Murcia;7. FALSEDADES;2019;444
Murcia;7. FALSEDADES;2018;393
Murcia;8. ADMÓN. PÚBLICA;2024;13
Murcia;8. ADMÓN. PÚBLICA;2023;8
Murcia;8. ADMÓN. PÚBLICA;2022;12
Murcia;8. ADMÓN. PÚBLICA;2021;38
Murcia;8. ADMÓN. PÚBLICA;2020;103
Murcia;8. ADMÓN. PÚBLICA;2019;30
Murcia;8. ADMÓN. PÚBLICA;2018;5
Murcia;9. ADMÓN. JUSTICIA;2024;1.416
Murcia;9. ADMÓN. JUSTICIA;2023;1.382
Murcia;9. ADMÓN. JUSTICIA;2022;1.236
Murcia;9. ADMÓN. JUSTICIA;2021;957
Murcia;9. ADMÓN. JUSTICIA;2020;928
Murcia;9. ADMÓN. JUSTICIA;2019;840
Murcia;9. ADMÓN. JUSTICIA;2018;827
Murcia;10. ORDEN PÚBLICO;2024;954
Murcia;10. ORDEN PÚBLICO;2023;868
Murcia;10. ORDEN PÚBLICO;2022;756
Murcia;10. ORDEN PÚBLICO;2021;767
Murcia;10. ORDEN PÚBLICO;2020;901
Murcia;10. ORDEN PÚBLICO;2019;557
Murcia;10. ORDEN PÚBLICO;2018;517
Murcia;11. LEGISLACIÓN ESPECIAL;2024;7
Murcia;11. LEGISLACIÓN ESPECIAL;2023;44
Murcia;11. LEGISLACIÓN ESPECIAL;2022;21
Murcia;11. LEGISLACIÓN ESPECIAL;2021;16
Murcia;11. LEGISLACIÓN ESPECIAL;2020;25
Murcia;11. LEGISLACIÓN ESPECIAL;2019;6
Murcia;11. LEGISLACIÓN ESPECIAL;2018;6
Murcia;12. OTRAS INFRACCIONES PENALES;2024;302
Murcia;12. OTRAS INFRACCIONES PENALES;2023;342
Murcia;12. OTRAS INFRACCIONES PENALES;2022;365
Murcia;12. OTRAS INFRACCIONES PENALES;2021;468
Murcia;12. OTRAS INFRACCIONES PENALES;2020;306
Murcia;12. OTRAS INFRACCIONES PENALES;2019;475
Murcia;12. OTRAS INFRACCIONES PENALES;2018;206
Murcia;TOTAL INFRACCIONES PENALES;2024;21.513
Murcia;TOTAL INFRACCIONES PENALES;2023;20.819
Murcia;TOTAL INFRACCIONES PENALES;2022;17.992
Murcia;TOTAL INFRACCIONES PENALES;2021;15.844
Murcia;TOTAL INFRACCIONES PENALES;2020;14.474
Murcia;TOTAL INFRACCIONES PENALES;2019;15.770
Murcia;TOTAL INFRACCIONES PENALES;2018;15.079
Navarra;1. CONTRA LAS PERSONAS;2024;1.235
Navarra;1. CONTRA LAS PERSONAS;2023;1.124
Navarra;1. CONTRA LAS PERSONAS;2022;1.134
Navarra;1. CONTRA LAS PERSONAS;2021;1.004
Navarra;1. CONTRA LAS PERSONAS;2020;831
Navarra;1. CONTRA LAS PERSONAS;2019;945
Navarra;1. CONTRA LAS PERSONAS;2018;869
Navarra;1.1.-Homicidios dolosos/asesinatos;2024;27
Navarra;1.1.-Homicidios dolosos/asesinatos;2023;30
Navarra;1.1.-Homicidios dolosos/asesinatos;2022;20
Navarra;1.1.-Homicidios dolosos/asesinatos;2021;19
Navarra;1.1.-Homicidios dolosos/asesinatos;2020;16
Navarra;1.1.-Homicidios dolosos/asesinatos;2019;6
Navarra;1.1.-Homicidios dolosos/asesinatos;2018;15
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;7
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;7
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;1
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;2
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;3
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;3
Navarra;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;2
Navarra;1.2.-Lesiones;2024;439
Navarra;1.2.-Lesiones;2023;354
Navarra;1.2.-Lesiones;2022;404
Navarra;1.2.-Lesiones;2021;331
Navarra;1.2.-Lesiones;2020;238
Navarra;1.2.-Lesiones;2019;310
Navarra;1.2.-Lesiones;2018;256
Navarra;1.3.-Malos tratos ámbito familiar;2024;752
Navarra;1.3.-Malos tratos ámbito familiar;2023;718
Navarra;1.3.-Malos tratos ámbito familiar;2022;700
Navarra;1.3.-Malos tratos ámbito familiar;2021;637
Navarra;1.3.-Malos tratos ámbito familiar;2020;560
Navarra;1.3.-Malos tratos ámbito familiar;2019;624
Navarra;1.3.-Malos tratos ámbito familiar;2018;593
Navarra;1.4.-Otros contra las personas;2024;17
Navarra;1.4.-Otros contra las personas;2023;22
Navarra;1.4.-Otros contra las personas;2022;10
Navarra;1.4.-Otros contra las personas;2021;17
Navarra;1.4.-Otros contra las personas;2020;17
Navarra;1.4.-Otros contra las personas;2019;5
Navarra;1.4.-Otros contra las personas;2018;5
Navarra;2. CONTRA LA LIBERTAD;2024;531
Navarra;2. CONTRA LA LIBERTAD;2023;473
Navarra;2. CONTRA LA LIBERTAD;2022;408
Navarra;2. CONTRA LA LIBERTAD;2021;340
Navarra;2. CONTRA LA LIBERTAD;2020;312
Navarra;2. CONTRA LA LIBERTAD;2019;334
Navarra;2. CONTRA LA LIBERTAD;2018;271
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2024;223
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2023;200
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2022;144
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2021;88
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2020;94
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2019;104
Navarra;2.1.-Malos tratos habituales en el ámbito familiar;2018;62
Navarra;2.2.-Otros contra la libertad;2024;308
Navarra;2.2.-Otros contra la libertad;2023;273
Navarra;2.2.-Otros contra la libertad;2022;264
Navarra;2.2.-Otros contra la libertad;2021;252
Navarra;2.2.-Otros contra la libertad;2020;218
Navarra;2.2.-Otros contra la libertad;2019;230
Navarra;2.2.-Otros contra la libertad;2018;209
Navarra;3. LIBERTAD SEXUAL;2024;276
Navarra;3. LIBERTAD SEXUAL;2023;250
Navarra;3. LIBERTAD SEXUAL;2022;194
Navarra;3. LIBERTAD SEXUAL;2021;154
Navarra;3. LIBERTAD SEXUAL;2020;153
Navarra;3. LIBERTAD SEXUAL;2019;123
Navarra;3. LIBERTAD SEXUAL;2018;151
Navarra;3.1.-Agresión sexual;2024;193
Navarra;3.1.-Agresión sexual;2023;159
Navarra;3.1.-Agresión sexual;2022;125
Navarra;3.1.-Agresión sexual;2021;82
Navarra;3.1.-Agresión sexual;2020;88
Navarra;3.1.-Agresión sexual;2019;73
Navarra;3.1.-Agresión sexual;2018;87
Navarra;3.2.-Agresión sexual con penetración;2024;47
Navarra;3.2.-Agresión sexual con penetración;2023;57
Navarra;3.2.-Agresión sexual con penetración;2022;59
Navarra;3.2.-Agresión sexual con penetración;2021;53
Navarra;3.2.-Agresión sexual con penetración;2020;36
Navarra;3.2.-Agresión sexual con penetración;2019;32
Navarra;3.2.-Agresión sexual con penetración;2018;41
Navarra;3.3.-Corrupción de menores o incapacitados;2024;0
Navarra;3.3.-Corrupción de menores o incapacitados;2023;9
Navarra;3.3.-Corrupción de menores o incapacitados;2022;4
Navarra;3.3.-Corrupción de menores o incapacitados;2021;7
Navarra;3.3.-Corrupción de menores o incapacitados;2020;7
Navarra;3.3.-Corrupción de menores o incapacitados;2019;4
Navarra;3.3.-Corrupción de menores o incapacitados;2018;4
Navarra;3.4.-Pornografía de menores;2024;9
Navarra;3.4.-Pornografía de menores;2023;14
Navarra;3.4.-Pornografía de menores;2022;4
Navarra;3.4.-Pornografía de menores;2021;3
Navarra;3.4.-Pornografía de menores;2020;7
Navarra;3.4.-Pornografía de menores;2019;9
Navarra;3.4.-Pornografía de menores;2018;9
Navarra;3.5.-Otros contra la libertad sexual;2024;27
Navarra;3.5.-Otros contra la libertad sexual;2023;11
Navarra;3.5.-Otros contra la libertad sexual;2022;2
Navarra;3.5.-Otros contra la libertad sexual;2021;9
Navarra;3.5.-Otros contra la libertad sexual;2020;15
Navarra;3.5.-Otros contra la libertad sexual;2019;5
Navarra;3.5.-Otros contra la libertad sexual;2018;10
Navarra;4. RELACIONES FAMILIARES;2024;9
Navarra;4. RELACIONES FAMILIARES;2023;8
Navarra;4. RELACIONES FAMILIARES;2022;8
Navarra;4. RELACIONES FAMILIARES;2021;6
Navarra;4. RELACIONES FAMILIARES;2020;11
Navarra;4. RELACIONES FAMILIARES;2019;6
Navarra;4. RELACIONES FAMILIARES;2018;3
Navarra;5. PATRIMONIO;2024;1.477
Navarra;5. PATRIMONIO;2023;1.471
Navarra;5. PATRIMONIO;2022;1.271
Navarra;5. PATRIMONIO;2021;1.093
Navarra;5. PATRIMONIO;2020;834
Navarra;5. PATRIMONIO;2019;1.119
Navarra;5. PATRIMONIO;2018;1.181
Navarra;5.1.-Hurtos;2024;604
Navarra;5.1.-Hurtos;2023;633
Navarra;5.1.-Hurtos;2022;469
Navarra;5.1.-Hurtos;2021;355
Navarra;5.1.-Hurtos;2020;190
Navarra;5.1.-Hurtos;2019;399
Navarra;5.1.-Hurtos;2018;450
Navarra;5.2.-Robos con fuerza en las cosas;2024;314
Navarra;5.2.-Robos con fuerza en las cosas;2023;281
Navarra;5.2.-Robos con fuerza en las cosas;2022;293
Navarra;5.2.-Robos con fuerza en las cosas;2021;284
Navarra;5.2.-Robos con fuerza en las cosas;2020;239
Navarra;5.2.-Robos con fuerza en las cosas;2019;297
Navarra;5.2.-Robos con fuerza en las cosas;2018;288
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;59
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;35
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;31
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;31
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;44
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;40
Navarra;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;48
Navarra;5.2.2.-Robos con fuerza en viviendas;2024;82
Navarra;5.2.2.-Robos con fuerza en viviendas;2023;71
Navarra;5.2.2.-Robos con fuerza en viviendas;2022;80
Navarra;5.2.2.-Robos con fuerza en viviendas;2021;69
Navarra;5.2.2.-Robos con fuerza en viviendas;2020;55
Navarra;5.2.2.-Robos con fuerza en viviendas;2019;68
Navarra;5.2.2.-Robos con fuerza en viviendas;2018;97
Navarra;5.2.3.-Robos con fuerza en establecimientos;2024;48
Navarra;5.2.3.-Robos con fuerza en establecimientos;2023;68
Navarra;5.2.3.-Robos con fuerza en establecimientos;2022;93
Navarra;5.2.3.-Robos con fuerza en establecimientos;2021;81
Navarra;5.2.3.-Robos con fuerza en establecimientos;2020;85
Navarra;5.2.3.-Robos con fuerza en establecimientos;2019;103
Navarra;5.2.3.-Robos con fuerza en establecimientos;2018;71
Navarra;5.3.-Robos con violencia o intimidación;2024;164
Navarra;5.3.-Robos con violencia o intimidación;2023;206
Navarra;5.3.-Robos con violencia o intimidación;2022;173
Navarra;5.3.-Robos con violencia o intimidación;2021;146
Navarra;5.3.-Robos con violencia o intimidación;2020;104
Navarra;5.3.-Robos con violencia o intimidación;2019;98
Navarra;5.3.-Robos con violencia o intimidación;2018;68
Navarra;5.3.1.-Robos con violencia en vía pública;2024;92
Navarra;5.3.1.-Robos con violencia en vía pública;2023;150
Navarra;5.3.1.-Robos con violencia en vía pública;2022;124
Navarra;5.3.1.-Robos con violencia en vía pública;2021;108
Navarra;5.3.1.-Robos con violencia en vía pública;2020;74
Navarra;5.3.1.-Robos con violencia en vía pública;2019;58
Navarra;5.3.1.-Robos con violencia en vía pública;2018;42
Navarra;5.3.2.-Robos con violencia en viviendas;2024;13
Navarra;5.3.2.-Robos con violencia en viviendas;2023;10
Navarra;5.3.2.-Robos con violencia en viviendas;2022;11
Navarra;5.3.2.-Robos con violencia en viviendas;2021;5
Navarra;5.3.2.-Robos con violencia en viviendas;2020;6
Navarra;5.3.2.-Robos con violencia en viviendas;2019;8
Navarra;5.3.2.-Robos con violencia en viviendas;2018;2
Navarra;5.3.3.-Robos con violencia en establecimientos;2024;41
Navarra;5.3.3.-Robos con violencia en establecimientos;2023;34
Navarra;5.3.3.-Robos con violencia en establecimientos;2022;26
Navarra;5.3.3.-Robos con violencia en establecimientos;2021;26
Navarra;5.3.3.-Robos con violencia en establecimientos;2020;13
Navarra;5.3.3.-Robos con violencia en establecimientos;2019;22
Navarra;5.3.3.-Robos con violencia en establecimientos;2018;14
Navarra;5.4.-Sustracción de vehículos;2024;23
Navarra;5.4.-Sustracción de vehículos;2023;15
Navarra;5.4.-Sustracción de vehículos;2022;15
Navarra;5.4.-Sustracción de vehículos;2021;17
Navarra;5.4.-Sustracción de vehículos;2020;16
Navarra;5.4.-Sustracción de vehículos;2019;28
Navarra;5.4.-Sustracción de vehículos;2018;24
Navarra;5.5.-Estafas;2024;166
Navarra;5.5.-Estafas;2023;137
Navarra;5.5.-Estafas;2022;119
Navarra;5.5.-Estafas;2021;111
Navarra;5.5.-Estafas;2020;130
Navarra;5.5.-Estafas;2019;91
Navarra;5.5.-Estafas;2018;113
Navarra;5.5.1.-Estafas informáticas;2024;111
Navarra;5.5.1.-Estafas informáticas;2023;93
Navarra;5.5.1.-Estafas informáticas;2022;52
Navarra;5.5.1.-Estafas informáticas;2021;59
Navarra;5.5.1.-Estafas informáticas;2020;61
Navarra;5.5.1.-Estafas informáticas;2019;16
Navarra;5.5.1.-Estafas informáticas;2018;33
Navarra;5.6.-Daños;2024;81
Navarra;5.6.-Daños;2023;86
Navarra;5.6.-Daños;2022;115
Navarra;5.6.-Daños;2021;100
Navarra;5.6.-Daños;2020;85
Navarra;5.6.-Daños;2019;83
Navarra;5.6.-Daños;2018;84
Navarra;5.7.-Contra la propiedad intelectual/industrial;2024;8
Navarra;5.7.-Contra la propiedad intelectual/industrial;2023;22
Navarra;5.7.-Contra la propiedad intelectual/industrial;2022;10
Navarra;5.7.-Contra la propiedad intelectual/industrial;2021;4
Navarra;5.7.-Contra la propiedad intelectual/industrial;2020;6
Navarra;5.7.-Contra la propiedad intelectual/industrial;2019;20
Navarra;5.7.-Contra la propiedad intelectual/industrial;2018;46
Navarra;5.8.-Blanqueo de capitales;2024;7
Navarra;5.8.-Blanqueo de capitales;2023;17
Navarra;5.8.-Blanqueo de capitales;2022;1
Navarra;5.8.-Blanqueo de capitales;2021;10
Navarra;5.8.-Blanqueo de capitales;2020;2
Navarra;5.8.-Blanqueo de capitales;2019;4
Navarra;5.8.-Blanqueo de capitales;2018;2
Navarra;5.9.-Otros contra el patrimonio;2024;110
Navarra;5.9.-Otros contra el patrimonio;2023;74
Navarra;5.9.-Otros contra el patrimonio;2022;76
Navarra;5.9.-Otros contra el patrimonio;2021;66
Navarra;5.9.-Otros contra el patrimonio;2020;62
Navarra;5.9.-Otros contra el patrimonio;2019;99
Navarra;5.9.-Otros contra el patrimonio;2018;106
Navarra;6. SEGURIDAD COLECTIVA;2024;1.531
Navarra;6. SEGURIDAD COLECTIVA;2023;1.333
Navarra;6. SEGURIDAD COLECTIVA;2022;1.527
Navarra;6. SEGURIDAD COLECTIVA;2021;1.222
Navarra;6. SEGURIDAD COLECTIVA;2020;1.102
Navarra;6. SEGURIDAD COLECTIVA;2019;1.330
Navarra;6. SEGURIDAD COLECTIVA;2018;1.277
Navarra;6.1.-Tráfico de drogas;2024;227
Navarra;6.1.-Tráfico de drogas;2023;170
Navarra;6.1.-Tráfico de drogas;2022;196
Navarra;6.1.-Tráfico de drogas;2021;219
Navarra;6.1.-Tráfico de drogas;2020;234
Navarra;6.1.-Tráfico de drogas;2019;194
Navarra;6.1.-Tráfico de drogas;2018;175
Navarra;6.2.-Contra la seguridad vial;2024;1.269
Navarra;6.2.-Contra la seguridad vial;2023;1.122
Navarra;6.2.-Contra la seguridad vial;2022;1.301
Navarra;6.2.-Contra la seguridad vial;2021;986
Navarra;6.2.-Contra la seguridad vial;2020;839
Navarra;6.2.-Contra la seguridad vial;2019;1.099
Navarra;6.2.-Contra la seguridad vial;2018;1.063
Navarra;6.3.-Otros contra la seguridad colectiva;2024;35
Navarra;6.3.-Otros contra la seguridad colectiva;2023;41
Navarra;6.3.-Otros contra la seguridad colectiva;2022;30
Navarra;6.3.-Otros contra la seguridad colectiva;2021;17
Navarra;6.3.-Otros contra la seguridad colectiva;2020;29
Navarra;6.3.-Otros contra la seguridad colectiva;2019;37
Navarra;6.3.-Otros contra la seguridad colectiva;2018;39
Navarra;7. FALSEDADES;2024;88
Navarra;7. FALSEDADES;2023;84
Navarra;7. FALSEDADES;2022;77
Navarra;7. FALSEDADES;2021;135
Navarra;7. FALSEDADES;2020;94
Navarra;7. FALSEDADES;2019;88
Navarra;7. FALSEDADES;2018;68
Navarra;8. ADMÓN. PÚBLICA;2024;2
Navarra;8. ADMÓN. PÚBLICA;2023;2
Navarra;8. ADMÓN. PÚBLICA;2022;4
Navarra;8. ADMÓN. PÚBLICA;2021;2
Navarra;8. ADMÓN. PÚBLICA;2020;1
Navarra;8. ADMÓN. PÚBLICA;2019;4
Navarra;8. ADMÓN. PÚBLICA;2018;2
Navarra;9. ADMÓN. JUSTICIA;2024;366
Navarra;9. ADMÓN. JUSTICIA;2023;292
Navarra;9. ADMÓN. JUSTICIA;2022;265
Navarra;9. ADMÓN. JUSTICIA;2021;196
Navarra;9. ADMÓN. JUSTICIA;2020;205
Navarra;9. ADMÓN. JUSTICIA;2019;203
Navarra;9. ADMÓN. JUSTICIA;2018;214
Navarra;10. ORDEN PÚBLICO;2024;504
Navarra;10. ORDEN PÚBLICO;2023;370
Navarra;10. ORDEN PÚBLICO;2022;403
Navarra;10. ORDEN PÚBLICO;2021;362
Navarra;10. ORDEN PÚBLICO;2020;343
Navarra;10. ORDEN PÚBLICO;2019;310
Navarra;10. ORDEN PÚBLICO;2018;242
Navarra;11. LEGISLACIÓN ESPECIAL;2024;2
Navarra;11. LEGISLACIÓN ESPECIAL;2023;0
Navarra;11. LEGISLACIÓN ESPECIAL;2022;11
Navarra;11. LEGISLACIÓN ESPECIAL;2021;0
Navarra;11. LEGISLACIÓN ESPECIAL;2020;0
Navarra;11. LEGISLACIÓN ESPECIAL;2019;0
Navarra;11. LEGISLACIÓN ESPECIAL;2018;11
Navarra;12. OTRAS INFRACCIONES PENALES;2024;46
Navarra;12. OTRAS INFRACCIONES PENALES;2023;67
Navarra;12. OTRAS INFRACCIONES PENALES;2022;52
Navarra;12. OTRAS INFRACCIONES PENALES;2021;77
Navarra;12. OTRAS INFRACCIONES PENALES;2020;68
Navarra;12. OTRAS INFRACCIONES PENALES;2019;38
Navarra;12. OTRAS INFRACCIONES PENALES;2018;47
Navarra;TOTAL INFRACCIONES PENALES;2024;6.067
Navarra;TOTAL INFRACCIONES PENALES;2023;5.474
Navarra;TOTAL INFRACCIONES PENALES;2022;5.354
Navarra;TOTAL INFRACCIONES PENALES;2021;4.591
Navarra;TOTAL INFRACCIONES PENALES;2020;3.954
Navarra;TOTAL INFRACCIONES PENALES;2019;4.500
Navarra;TOTAL INFRACCIONES PENALES;2018;4.336
Ourense;1. CONTRA LAS PERSONAS;2024;754
Ourense;1. CONTRA LAS PERSONAS;2023;787
Ourense;1. CONTRA LAS PERSONAS;2022;665
Ourense;1. CONTRA LAS PERSONAS;2021;620
Ourense;1. CONTRA LAS PERSONAS;2020;544
Ourense;1. CONTRA LAS PERSONAS;2019;565
Ourense;1. CONTRA LAS PERSONAS;2018;583
Ourense;1.1.-Homicidios dolosos/asesinatos;2024;4
Ourense;1.1.-Homicidios dolosos/asesinatos;2023;5
Ourense;1.1.-Homicidios dolosos/asesinatos;2022;5
Ourense;1.1.-Homicidios dolosos/asesinatos;2021;13
Ourense;1.1.-Homicidios dolosos/asesinatos;2020;6
Ourense;1.1.-Homicidios dolosos/asesinatos;2019;6
Ourense;1.1.-Homicidios dolosos/asesinatos;2018;8
