Provincias;Tipología penal;Sexo;periodo;Total
Salamanca;5. PATRIMONIO;Masculino;2022;110
Salamanca;5. PATRIMONIO;Masculino;2021;71
Salamanca;5. PATRIMONIO;Masculino;2020;69
Salamanca;5. PATRIMONIO;Masculino;2019;90
Salamanca;5. PATRIMONIO;Masculino;2018;93
Salamanca;5. PATRIMONIO;Femenino;2024;43
Salamanca;5. PATRIMONIO;Femenino;2023;42
Salamanca;5. PATRIMONIO;Femenino;2022;43
Salamanca;5. PATRIMONIO;Femenino;2021;28
Salamanca;5. PATRIMONIO;Femenino;2020;18
Salamanca;5. PATRIMONIO;Femenino;2019;39
Salamanca;5. PATRIMONIO;Femenino;2018;46
Salamanca;5. PATRIMONIO;Ambos sexos;2024;189
Salamanca;5. PATRIMONIO;Ambos sexos;2023;189
Salamanca;5. PATRIMONIO;Ambos sexos;2022;153
Salamanca;5. PATRIMONIO;Ambos sexos;2021;99
Salamanca;5. PATRIMONIO;Ambos sexos;2020;87
Salamanca;5. PATRIMONIO;Ambos sexos;2019;129
Salamanca;5. PATRIMONIO;Ambos sexos;2018;139
Salamanca;5.1.-Hurtos;Masculino;2024;69
Salamanca;5.1.-Hurtos;Masculino;2023;85
Salamanca;5.1.-Hurtos;Masculino;2022;59
Salamanca;5.1.-Hurtos;Masculino;2021;47
Salamanca;5.1.-Hurtos;Masculino;2020;23
Salamanca;5.1.-Hurtos;Masculino;2019;42
Salamanca;5.1.-Hurtos;Masculino;2018;49
Salamanca;5.1.-Hurtos;Femenino;2024;28
Salamanca;5.1.-Hurtos;Femenino;2023;30
Salamanca;5.1.-Hurtos;Femenino;2022;31
Salamanca;5.1.-Hurtos;Femenino;2021;21
Salamanca;5.1.-Hurtos;Femenino;2020;14
Salamanca;5.1.-Hurtos;Femenino;2019;27
Salamanca;5.1.-Hurtos;Femenino;2018;31
Salamanca;5.1.-Hurtos;Ambos sexos;2024;97
Salamanca;5.1.-Hurtos;Ambos sexos;2023;115
Salamanca;5.1.-Hurtos;Ambos sexos;2022;90
Salamanca;5.1.-Hurtos;Ambos sexos;2021;68
Salamanca;5.1.-Hurtos;Ambos sexos;2020;37
Salamanca;5.1.-Hurtos;Ambos sexos;2019;69
Salamanca;5.1.-Hurtos;Ambos sexos;2018;80
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2024;22
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2023;32
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2022;24
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2021;7
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2020;23
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2019;20
Salamanca;5.2.-Robos con fuerza en las cosas;Masculino;2018;12
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2024;4
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2023;4
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2022;4
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2021;1
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2020;1
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2019;1
Salamanca;5.2.-Robos con fuerza en las cosas;Femenino;2018;3
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2024;26
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2023;36
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2022;28
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2021;8
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2020;24
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2019;21
Salamanca;5.2.-Robos con fuerza en las cosas;Ambos sexos;2018;15
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2024;3
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2023;8
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2022;3
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2021;1
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2020;6
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2019;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Masculino;2018;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2024;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2023;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2022;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2021;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2020;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2019;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Femenino;2018;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2024;3
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2023;8
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2022;3
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2021;1
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2020;6
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2019;0
Salamanca;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;Ambos sexos;2018;0
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2024;6
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2023;14
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2022;14
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2021;0
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2020;12
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2019;14
Salamanca;5.2.2.-Robos con fuerza en viviendas;Masculino;2018;11
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2024;4
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2023;3
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2022;3
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2021;0
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2020;1
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2019;1
Salamanca;5.2.2.-Robos con fuerza en viviendas;Femenino;2018;2
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2024;10
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2023;17
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2022;17
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2021;0
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2020;13
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2019;15
Salamanca;5.2.2.-Robos con fuerza en viviendas;Ambos sexos;2018;13
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2024;4
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2023;5
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2022;5
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2021;4
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2020;1
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2019;5
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Masculino;2018;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2024;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2023;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2022;1
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2021;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2020;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2019;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Femenino;2018;0
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2024;4
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2023;5
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2022;6
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2021;4
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2020;1
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2019;5
Salamanca;5.2.3.-Robos con fuerza en establecimientos;Ambos sexos;2018;0
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2024;29
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2023;12
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2022;5
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2021;5
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2020;4
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2019;5
Salamanca;5.3.-Robos con violencia o intimidación;Masculino;2018;10
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2024;1
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2023;2
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2022;3
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2021;0
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2020;2
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2019;0
Salamanca;5.3.-Robos con violencia o intimidación;Femenino;2018;3
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2024;30
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2023;14
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2022;8
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2021;5
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2020;6
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2019;5
Salamanca;5.3.-Robos con violencia o intimidación;Ambos sexos;2018;13
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2024;13
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2023;5
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2022;3
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2021;1
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2020;1
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2019;2
Salamanca;5.3.1.-Robos con violencia en vía pública;Masculino;2018;6
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2024;0
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2023;0
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2022;3
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2021;0
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2020;2
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2019;0
Salamanca;5.3.1.-Robos con violencia en vía pública;Femenino;2018;1
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2024;13
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2023;5
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2022;6
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2021;1
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2020;3
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;2
Salamanca;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;7
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2024;4
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2023;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2022;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2021;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2020;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2019;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Masculino;2018;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2024;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2023;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2022;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2021;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2020;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2019;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Femenino;2018;2
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2024;4
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;0
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;1
Salamanca;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;3
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2024;9
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2023;5
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2022;1
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2021;4
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2020;2
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2019;2
Salamanca;5.3.3.-Robos con violencia en establecimientos;Masculino;2018;1
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2024;1
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2023;2
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2022;0
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2021;0
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2020;0
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2019;0
Salamanca;5.3.3.-Robos con violencia en establecimientos;Femenino;2018;0
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2024;10
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;7
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;1
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;4
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;2
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;2
Salamanca;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;1
Salamanca;5.4.-Sustracción de vehículos;Masculino;2024;3
Salamanca;5.4.-Sustracción de vehículos;Masculino;2023;1
Salamanca;5.4.-Sustracción de vehículos;Masculino;2022;1
Salamanca;5.4.-Sustracción de vehículos;Masculino;2021;0
Salamanca;5.4.-Sustracción de vehículos;Masculino;2020;1
Salamanca;5.4.-Sustracción de vehículos;Masculino;2019;0
Salamanca;5.4.-Sustracción de vehículos;Masculino;2018;1
Salamanca;5.4.-Sustracción de vehículos;Femenino;2024;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2023;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2022;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2021;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2020;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2019;0
Salamanca;5.4.-Sustracción de vehículos;Femenino;2018;0
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2024;3
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2023;1
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2022;1
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2021;0
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2020;1
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2019;0
Salamanca;5.4.-Sustracción de vehículos;Ambos sexos;2018;1
Salamanca;5.5.-Estafas;Masculino;2024;9
Salamanca;5.5.-Estafas;Masculino;2023;8
Salamanca;5.5.-Estafas;Masculino;2022;13
Salamanca;5.5.-Estafas;Masculino;2021;6
Salamanca;5.5.-Estafas;Masculino;2020;8
Salamanca;5.5.-Estafas;Masculino;2019;9
Salamanca;5.5.-Estafas;Masculino;2018;15
Salamanca;5.5.-Estafas;Femenino;2024;6
Salamanca;5.5.-Estafas;Femenino;2023;5
Salamanca;5.5.-Estafas;Femenino;2022;4
Salamanca;5.5.-Estafas;Femenino;2021;3
Salamanca;5.5.-Estafas;Femenino;2020;1
Salamanca;5.5.-Estafas;Femenino;2019;8
Salamanca;5.5.-Estafas;Femenino;2018;5
Salamanca;5.5.-Estafas;Ambos sexos;2024;15
Salamanca;5.5.-Estafas;Ambos sexos;2023;13
Salamanca;5.5.-Estafas;Ambos sexos;2022;17
Salamanca;5.5.-Estafas;Ambos sexos;2021;9
Salamanca;5.5.-Estafas;Ambos sexos;2020;9
Salamanca;5.5.-Estafas;Ambos sexos;2019;17
Salamanca;5.5.-Estafas;Ambos sexos;2018;20
Salamanca;5.5.1.-Estafas informáticas;Masculino;2024;1
Salamanca;5.5.1.-Estafas informáticas;Masculino;2023;7
Salamanca;5.5.1.-Estafas informáticas;Masculino;2022;8
Salamanca;5.5.1.-Estafas informáticas;Masculino;2021;5
Salamanca;5.5.1.-Estafas informáticas;Masculino;2020;3
Salamanca;5.5.1.-Estafas informáticas;Masculino;2019;5
Salamanca;5.5.1.-Estafas informáticas;Masculino;2018;7
Salamanca;5.5.1.-Estafas informáticas;Femenino;2024;5
Salamanca;5.5.1.-Estafas informáticas;Femenino;2023;3
Salamanca;5.5.1.-Estafas informáticas;Femenino;2022;2
Salamanca;5.5.1.-Estafas informáticas;Femenino;2021;1
Salamanca;5.5.1.-Estafas informáticas;Femenino;2020;1
Salamanca;5.5.1.-Estafas informáticas;Femenino;2019;2
Salamanca;5.5.1.-Estafas informáticas;Femenino;2018;1
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2024;6
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2023;10
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2022;10
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2021;6
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2020;4
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2019;7
Salamanca;5.5.1.-Estafas informáticas;Ambos sexos;2018;8
Salamanca;5.6.-Daños;Masculino;2024;2
Salamanca;5.6.-Daños;Masculino;2023;4
Salamanca;5.6.-Daños;Masculino;2022;2
Salamanca;5.6.-Daños;Masculino;2021;1
Salamanca;5.6.-Daños;Masculino;2020;6
Salamanca;5.6.-Daños;Masculino;2019;5
Salamanca;5.6.-Daños;Masculino;2018;2
Salamanca;5.6.-Daños;Femenino;2024;0
Salamanca;5.6.-Daños;Femenino;2023;0
Salamanca;5.6.-Daños;Femenino;2022;0
Salamanca;5.6.-Daños;Femenino;2021;1
Salamanca;5.6.-Daños;Femenino;2020;0
Salamanca;5.6.-Daños;Femenino;2019;1
Salamanca;5.6.-Daños;Femenino;2018;1
Salamanca;5.6.-Daños;Ambos sexos;2024;2
Salamanca;5.6.-Daños;Ambos sexos;2023;4
Salamanca;5.6.-Daños;Ambos sexos;2022;2
Salamanca;5.6.-Daños;Ambos sexos;2021;2
Salamanca;5.6.-Daños;Ambos sexos;2020;6
Salamanca;5.6.-Daños;Ambos sexos;2019;6
Salamanca;5.6.-Daños;Ambos sexos;2018;3
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2024;1
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;2
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;1
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2024;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;1
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;1
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2020;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2019;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Femenino;2018;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2024;1
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2023;3
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2022;2
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2021;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2020;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2019;0
Salamanca;5.7.-Contra la propiedad intelectual/industrial;Ambos sexos;2018;0
Salamanca;5.8.-Blanqueo de capitales;Masculino;2024;4
Salamanca;5.8.-Blanqueo de capitales;Masculino;2023;1
Salamanca;5.8.-Blanqueo de capitales;Masculino;2022;0
Salamanca;5.8.-Blanqueo de capitales;Masculino;2021;0
Salamanca;5.8.-Blanqueo de capitales;Masculino;2020;0
Salamanca;5.8.-Blanqueo de capitales;Masculino;2019;0
Salamanca;5.8.-Blanqueo de capitales;Masculino;2018;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2024;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2023;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2022;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2021;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2020;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2019;0
Salamanca;5.8.-Blanqueo de capitales;Femenino;2018;1
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2024;4
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2023;1
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2022;0
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2021;0
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2020;0
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2019;0
Salamanca;5.8.-Blanqueo de capitales;Ambos sexos;2018;1
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2024;7
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2023;2
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2022;5
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2021;5
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2020;4
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2019;9
Salamanca;5.9.-Otros contra el patrimonio;Masculino;2018;4
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2024;4
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2023;0
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2022;0
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2021;2
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2020;0
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2019;2
Salamanca;5.9.-Otros contra el patrimonio;Femenino;2018;2
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2024;11
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2023;2
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2022;5
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2021;7
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2020;4
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2019;11
Salamanca;5.9.-Otros contra el patrimonio;Ambos sexos;2018;6
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2024;39
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2023;51
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2022;49
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2021;40
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2020;33
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2019;33
Salamanca;6. SEGURIDAD COLECTIVA;Masculino;2018;43
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2024;5
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2023;5
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2022;6
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2021;1
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2020;5
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2019;3
Salamanca;6. SEGURIDAD COLECTIVA;Femenino;2018;6
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2024;44
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2023;56
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2022;55
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2021;41
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2020;38
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2019;36
Salamanca;6. SEGURIDAD COLECTIVA;Ambos sexos;2018;49
Salamanca;6.1.-Tráfico de drogas;Masculino;2024;8
Salamanca;6.1.-Tráfico de drogas;Masculino;2023;18
Salamanca;6.1.-Tráfico de drogas;Masculino;2022;11
Salamanca;6.1.-Tráfico de drogas;Masculino;2021;8
Salamanca;6.1.-Tráfico de drogas;Masculino;2020;4
Salamanca;6.1.-Tráfico de drogas;Masculino;2019;13
Salamanca;6.1.-Tráfico de drogas;Masculino;2018;14
Salamanca;6.1.-Tráfico de drogas;Femenino;2024;2
Salamanca;6.1.-Tráfico de drogas;Femenino;2023;2
Salamanca;6.1.-Tráfico de drogas;Femenino;2022;2
Salamanca;6.1.-Tráfico de drogas;Femenino;2021;1
Salamanca;6.1.-Tráfico de drogas;Femenino;2020;1
Salamanca;6.1.-Tráfico de drogas;Femenino;2019;1
Salamanca;6.1.-Tráfico de drogas;Femenino;2018;2
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2024;10
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2023;20
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2022;13
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2021;9
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2020;5
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2019;14
Salamanca;6.1.-Tráfico de drogas;Ambos sexos;2018;16
Salamanca;6.2.-Contra la seguridad vial;Masculino;2024;31
Salamanca;6.2.-Contra la seguridad vial;Masculino;2023;33
Salamanca;6.2.-Contra la seguridad vial;Masculino;2022;38
Salamanca;6.2.-Contra la seguridad vial;Masculino;2021;29
Salamanca;6.2.-Contra la seguridad vial;Masculino;2020;29
Salamanca;6.2.-Contra la seguridad vial;Masculino;2019;20
Salamanca;6.2.-Contra la seguridad vial;Masculino;2018;29
Salamanca;6.2.-Contra la seguridad vial;Femenino;2024;3
