Comunidades autónomas;Tipología penal;periodo;Total
ANDALUCÍA;3.2.-Agresión sexual con penetración;2019;354
ANDALUCÍA;3.2.-Agresión sexual con penetración;2018;284
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2024;41
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2023;59
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2022;51
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2021;42
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2020;53
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2019;66
ANDALUCÍA;3.3.-Corrupción de menores o incapacitados;2018;51
ANDALUCÍA;3.4.-Pornografía de menores;2024;123
ANDALUCÍA;3.4.-Pornografía de menores;2023;111
ANDALUCÍA;3.4.-Pornografía de menores;2022;82
ANDALUCÍA;3.4.-Pornografía de menores;2021;94
ANDALUCÍA;3.4.-Pornografía de menores;2020;105
ANDALUCÍA;3.4.-Pornografía de menores;2019;100
ANDALUCÍA;3.4.-Pornografía de menores;2018;121
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2024;361
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2023;470
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2022;296
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2021;286
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2020;251
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2019;304
ANDALUCÍA;3.5.-Otros contra la libertad sexual;2018;272
ANDALUCÍA;4. RELACIONES FAMILIARES;2024;1.615
ANDALUCÍA;4. RELACIONES FAMILIARES;2023;1.609
ANDALUCÍA;4. RELACIONES FAMILIARES;2022;1.488
ANDALUCÍA;4. RELACIONES FAMILIARES;2021;1.529
ANDALUCÍA;4. RELACIONES FAMILIARES;2020;1.428
ANDALUCÍA;4. RELACIONES FAMILIARES;2019;1.451
ANDALUCÍA;4. RELACIONES FAMILIARES;2018;1.456
ANDALUCÍA;5. PATRIMONIO;2024;65.548
ANDALUCÍA;5. PATRIMONIO;2023;64.297
ANDALUCÍA;5. PATRIMONIO;2022;56.923
ANDALUCÍA;5. PATRIMONIO;2021;49.028
ANDALUCÍA;5. PATRIMONIO;2020;43.658
ANDALUCÍA;5. PATRIMONIO;2019;51.761
ANDALUCÍA;5. PATRIMONIO;2018;51.256
ANDALUCÍA;5.1.-Hurtos;2024;22.605
ANDALUCÍA;5.1.-Hurtos;2023;22.455
ANDALUCÍA;5.1.-Hurtos;2022;18.910
ANDALUCÍA;5.1.-Hurtos;2021;15.117
ANDALUCÍA;5.1.-Hurtos;2020;12.869
ANDALUCÍA;5.1.-Hurtos;2019;18.160
ANDALUCÍA;5.1.-Hurtos;2018;18.258
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2024;8.228
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2023;8.774
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2022;7.755
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2021;6.969
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2020;6.465
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2019;7.476
ANDALUCÍA;5.2.-Robos con fuerza en las cosas;2018;8.228
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;2.077
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;2.331
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;2.033
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;1.797
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;1.543
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;1.701
ANDALUCÍA;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;2.043
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2024;2.627
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2023;2.641
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2022;2.518
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2021;2.297
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2020;2.162
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2019;2.551
ANDALUCÍA;5.2.2.-Robos con fuerza en viviendas;2018;2.797
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2024;1.896
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2023;2.089
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2022;1.731
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2021;1.565
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2020;1.556
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2019;1.814
ANDALUCÍA;5.2.3.-Robos con fuerza en establecimientos;2018;1.958
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2024;3.413
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2023;3.367
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2022;3.169
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2021;2.631
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2020;2.462
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2019;3.013
ANDALUCÍA;5.3.-Robos con violencia o intimidación;2018;2.811
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2024;1.860
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2023;1.862
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2022;1.849
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2021;1.542
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2020;1.303
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2019;1.647
ANDALUCÍA;5.3.1.-Robos con violencia en vía pública;2018;1.454
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2024;403
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2023;345
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2022;323
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2021;319
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2020;267
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2019;309
ANDALUCÍA;5.3.2.-Robos con violencia en viviendas;2018;332
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2024;823
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2023;831
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2022;703
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2021;552
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2020;663
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2019;755
ANDALUCÍA;5.3.3.-Robos con violencia en establecimientos;2018;707
ANDALUCÍA;5.4.-Sustracción de vehículos;2024;2.248
ANDALUCÍA;5.4.-Sustracción de vehículos;2023;1.870
ANDALUCÍA;5.4.-Sustracción de vehículos;2022;1.678
ANDALUCÍA;5.4.-Sustracción de vehículos;2021;1.532
ANDALUCÍA;5.4.-Sustracción de vehículos;2020;1.433
ANDALUCÍA;5.4.-Sustracción de vehículos;2019;1.758
ANDALUCÍA;5.4.-Sustracción de vehículos;2018;1.699
ANDALUCÍA;5.5.-Estafas;2024;15.206
ANDALUCÍA;5.5.-Estafas;2023;14.457
ANDALUCÍA;5.5.-Estafas;2022;12.370
ANDALUCÍA;5.5.-Estafas;2021;10.664
ANDALUCÍA;5.5.-Estafas;2020;9.318
ANDALUCÍA;5.5.-Estafas;2019;9.422
ANDALUCÍA;5.5.-Estafas;2018;8.720
ANDALUCÍA;5.5.1.-Estafas informáticas;2024;10.326
ANDALUCÍA;5.5.1.-Estafas informáticas;2023;9.841
ANDALUCÍA;5.5.1.-Estafas informáticas;2022;7.213
ANDALUCÍA;5.5.1.-Estafas informáticas;2021;6.171
ANDALUCÍA;5.5.1.-Estafas informáticas;2020;5.180
ANDALUCÍA;5.5.1.-Estafas informáticas;2019;3.958
ANDALUCÍA;5.5.1.-Estafas informáticas;2018;3.064
ANDALUCÍA;5.6.-Daños;2024;6.657
ANDALUCÍA;5.6.-Daños;2023;6.394
ANDALUCÍA;5.6.-Daños;2022;6.038
ANDALUCÍA;5.6.-Daños;2021;5.803
ANDALUCÍA;5.6.-Daños;2020;5.174
ANDALUCÍA;5.6.-Daños;2019;5.468
ANDALUCÍA;5.6.-Daños;2018;5.141
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2024;396
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2023;316
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2022;162
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2021;199
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2020;224
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2019;418
ANDALUCÍA;5.7.-Contra la propiedad intelectual/industrial;2018;543
ANDALUCÍA;5.8.-Blanqueo de capitales;2024;159
ANDALUCÍA;5.8.-Blanqueo de capitales;2023;107
ANDALUCÍA;5.8.-Blanqueo de capitales;2022;95
ANDALUCÍA;5.8.-Blanqueo de capitales;2021;80
ANDALUCÍA;5.8.-Blanqueo de capitales;2020;66
ANDALUCÍA;5.8.-Blanqueo de capitales;2019;81
ANDALUCÍA;5.8.-Blanqueo de capitales;2018;80
ANDALUCÍA;5.9.-Otros contra el patrimonio;2024;6.636
ANDALUCÍA;5.9.-Otros contra el patrimonio;2023;6.557
ANDALUCÍA;5.9.-Otros contra el patrimonio;2022;6.746
ANDALUCÍA;5.9.-Otros contra el patrimonio;2021;6.033
ANDALUCÍA;5.9.-Otros contra el patrimonio;2020;5.647
ANDALUCÍA;5.9.-Otros contra el patrimonio;2019;5.965
ANDALUCÍA;5.9.-Otros contra el patrimonio;2018;5.776
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2024;14.911
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2023;15.349
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2022;15.101
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2021;14.422
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2020;13.322
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2019;14.283
ANDALUCÍA;6. SEGURIDAD COLECTIVA;2018;13.201
ANDALUCÍA;6.1.-Tráfico de drogas;2024;3.946
ANDALUCÍA;6.1.-Tráfico de drogas;2023;4.314
ANDALUCÍA;6.1.-Tráfico de drogas;2022;4.087
ANDALUCÍA;6.1.-Tráfico de drogas;2021;4.238
ANDALUCÍA;6.1.-Tráfico de drogas;2020;4.183
ANDALUCÍA;6.1.-Tráfico de drogas;2019;3.983
ANDALUCÍA;6.1.-Tráfico de drogas;2018;3.422
ANDALUCÍA;6.2.-Contra la seguridad vial;2024;10.483
ANDALUCÍA;6.2.-Contra la seguridad vial;2023;10.708
ANDALUCÍA;6.2.-Contra la seguridad vial;2022;10.654
ANDALUCÍA;6.2.-Contra la seguridad vial;2021;9.858
ANDALUCÍA;6.2.-Contra la seguridad vial;2020;8.826
ANDALUCÍA;6.2.-Contra la seguridad vial;2019;9.988
ANDALUCÍA;6.2.-Contra la seguridad vial;2018;9.460
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2024;482
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2023;327
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2022;360
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2021;326
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2020;313
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2019;312
ANDALUCÍA;6.3.-Otros contra la seguridad colectiva;2018;319
ANDALUCÍA;7. FALSEDADES;2024;3.051
ANDALUCÍA;7. FALSEDADES;2023;3.035
ANDALUCÍA;7. FALSEDADES;2022;2.799
ANDALUCÍA;7. FALSEDADES;2021;2.614
ANDALUCÍA;7. FALSEDADES;2020;2.122
ANDALUCÍA;7. FALSEDADES;2019;2.303
ANDALUCÍA;7. FALSEDADES;2018;2.333
ANDALUCÍA;8. ADMÓN. PÚBLICA;2024;75
ANDALUCÍA;8. ADMÓN. PÚBLICA;2023;79
ANDALUCÍA;8. ADMÓN. PÚBLICA;2022;68
ANDALUCÍA;8. ADMÓN. PÚBLICA;2021;62
ANDALUCÍA;8. ADMÓN. PÚBLICA;2020;54
ANDALUCÍA;8. ADMÓN. PÚBLICA;2019;84
ANDALUCÍA;8. ADMÓN. PÚBLICA;2018;109
ANDALUCÍA;9. ADMÓN. JUSTICIA;2024;8.745
ANDALUCÍA;9. ADMÓN. JUSTICIA;2023;8.706
ANDALUCÍA;9. ADMÓN. JUSTICIA;2022;7.544
ANDALUCÍA;9. ADMÓN. JUSTICIA;2021;6.697
ANDALUCÍA;9. ADMÓN. JUSTICIA;2020;6.625
ANDALUCÍA;9. ADMÓN. JUSTICIA;2019;6.708
ANDALUCÍA;9. ADMÓN. JUSTICIA;2018;6.422
ANDALUCÍA;10. ORDEN PÚBLICO;2024;5.455
ANDALUCÍA;10. ORDEN PÚBLICO;2023;5.321
ANDALUCÍA;10. ORDEN PÚBLICO;2022;4.964
ANDALUCÍA;10. ORDEN PÚBLICO;2021;4.776
ANDALUCÍA;10. ORDEN PÚBLICO;2020;5.675
ANDALUCÍA;10. ORDEN PÚBLICO;2019;4.057
ANDALUCÍA;10. ORDEN PÚBLICO;2018;3.765
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2024;168
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2023;119
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2022;184
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2021;201
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2020;196
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2019;169
ANDALUCÍA;11. LEGISLACIÓN ESPECIAL;2018;124
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2024;2.170
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2023;2.138
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2022;1.829
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2021;2.068
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2020;1.909
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2019;1.858
ANDALUCÍA;12. OTRAS INFRACCIONES PENALES;2018;1.708
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2024;174.677
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2023;170.763
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2022;154.111
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2021;139.211
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2020;128.611
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2019;139.450
ANDALUCÍA;TOTAL INFRACCIONES PENALES;2018;134.364
ARAGÓN;1. CONTRA LAS PERSONAS;2024;5.809
ARAGÓN;1. CONTRA LAS PERSONAS;2023;5.500
ARAGÓN;1. CONTRA LAS PERSONAS;2022;5.087
ARAGÓN;1. CONTRA LAS PERSONAS;2021;4.071
ARAGÓN;1. CONTRA LAS PERSONAS;2020;3.780
ARAGÓN;1. CONTRA LAS PERSONAS;2019;4.264
ARAGÓN;1. CONTRA LAS PERSONAS;2018;4.094
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2024;35
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2023;46
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2022;37
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2021;17
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2020;40
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2019;16
ARAGÓN;1.1.-Homicidios dolosos/asesinatos;2018;14
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2024;7
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2023;8
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2022;10
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2021;5
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2020;4
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2019;7
ARAGÓN;1.1.1.-Homicidios dolosos/asesinatos consumados;2018;7
ARAGÓN;1.2.-Lesiones;2024;2.414
ARAGÓN;1.2.-Lesiones;2023;2.397
ARAGÓN;1.2.-Lesiones;2022;2.335
ARAGÓN;1.2.-Lesiones;2021;1.798
ARAGÓN;1.2.-Lesiones;2020;1.524
ARAGÓN;1.2.-Lesiones;2019;1.938
ARAGÓN;1.2.-Lesiones;2018;1.903
ARAGÓN;1.3.-Malos tratos ámbito familiar;2024;3.245
ARAGÓN;1.3.-Malos tratos ámbito familiar;2023;2.958
ARAGÓN;1.3.-Malos tratos ámbito familiar;2022;2.628
ARAGÓN;1.3.-Malos tratos ámbito familiar;2021;2.164
ARAGÓN;1.3.-Malos tratos ámbito familiar;2020;2.146
ARAGÓN;1.3.-Malos tratos ámbito familiar;2019;2.229
ARAGÓN;1.3.-Malos tratos ámbito familiar;2018;2.077
ARAGÓN;1.4.-Otros contra las personas;2024;115
ARAGÓN;1.4.-Otros contra las personas;2023;99
ARAGÓN;1.4.-Otros contra las personas;2022;87
ARAGÓN;1.4.-Otros contra las personas;2021;92
ARAGÓN;1.4.-Otros contra las personas;2020;70
ARAGÓN;1.4.-Otros contra las personas;2019;81
ARAGÓN;1.4.-Otros contra las personas;2018;100
ARAGÓN;2. CONTRA LA LIBERTAD;2024;2.603
ARAGÓN;2. CONTRA LA LIBERTAD;2023;2.519
ARAGÓN;2. CONTRA LA LIBERTAD;2022;2.179
ARAGÓN;2. CONTRA LA LIBERTAD;2021;2.140
ARAGÓN;2. CONTRA LA LIBERTAD;2020;1.966
ARAGÓN;2. CONTRA LA LIBERTAD;2019;1.928
ARAGÓN;2. CONTRA LA LIBERTAD;2018;1.875
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2024;293
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2023;300
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2022;278
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2021;305
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2020;302
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2019;281
ARAGÓN;2.1.-Malos tratos habituales en el ámbito familiar;2018;271
ARAGÓN;2.2.-Otros contra la libertad;2024;2.310
ARAGÓN;2.2.-Otros contra la libertad;2023;2.219
ARAGÓN;2.2.-Otros contra la libertad;2022;1.901
ARAGÓN;2.2.-Otros contra la libertad;2021;1.835
ARAGÓN;2.2.-Otros contra la libertad;2020;1.664
ARAGÓN;2.2.-Otros contra la libertad;2019;1.647
ARAGÓN;2.2.-Otros contra la libertad;2018;1.604
ARAGÓN;3. LIBERTAD SEXUAL;2024;402
ARAGÓN;3. LIBERTAD SEXUAL;2023;409
ARAGÓN;3. LIBERTAD SEXUAL;2022;369
ARAGÓN;3. LIBERTAD SEXUAL;2021;384
ARAGÓN;3. LIBERTAD SEXUAL;2020;272
ARAGÓN;3. LIBERTAD SEXUAL;2019;267
ARAGÓN;3. LIBERTAD SEXUAL;2018;272
ARAGÓN;3.1.-Agresión sexual;2024;263
ARAGÓN;3.1.-Agresión sexual;2023;263
ARAGÓN;3.1.-Agresión sexual;2022;215
ARAGÓN;3.1.-Agresión sexual;2021;221
ARAGÓN;3.1.-Agresión sexual;2020;148
ARAGÓN;3.1.-Agresión sexual;2019;176
ARAGÓN;3.1.-Agresión sexual;2018;157
ARAGÓN;3.2.-Agresión sexual con penetración;2024;81
ARAGÓN;3.2.-Agresión sexual con penetración;2023;82
ARAGÓN;3.2.-Agresión sexual con penetración;2022;82
ARAGÓN;3.2.-Agresión sexual con penetración;2021;95
ARAGÓN;3.2.-Agresión sexual con penetración;2020;60
ARAGÓN;3.2.-Agresión sexual con penetración;2019;39
ARAGÓN;3.2.-Agresión sexual con penetración;2018;51
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2024;10
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2023;6
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2022;10
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2021;8
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2020;7
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2019;9
ARAGÓN;3.3.-Corrupción de menores o incapacitados;2018;6
ARAGÓN;3.4.-Pornografía de menores;2024;12
ARAGÓN;3.4.-Pornografía de menores;2023;19
ARAGÓN;3.4.-Pornografía de menores;2022;16
ARAGÓN;3.4.-Pornografía de menores;2021;21
ARAGÓN;3.4.-Pornografía de menores;2020;12
ARAGÓN;3.4.-Pornografía de menores;2019;15
ARAGÓN;3.4.-Pornografía de menores;2018;24
ARAGÓN;3.5.-Otros contra la libertad sexual;2024;36
ARAGÓN;3.5.-Otros contra la libertad sexual;2023;39
ARAGÓN;3.5.-Otros contra la libertad sexual;2022;46
ARAGÓN;3.5.-Otros contra la libertad sexual;2021;39
ARAGÓN;3.5.-Otros contra la libertad sexual;2020;45
ARAGÓN;3.5.-Otros contra la libertad sexual;2019;28
ARAGÓN;3.5.-Otros contra la libertad sexual;2018;34
ARAGÓN;4. RELACIONES FAMILIARES;2024;185
ARAGÓN;4. RELACIONES FAMILIARES;2023;161
ARAGÓN;4. RELACIONES FAMILIARES;2022;182
ARAGÓN;4. RELACIONES FAMILIARES;2021;151
ARAGÓN;4. RELACIONES FAMILIARES;2020;147
ARAGÓN;4. RELACIONES FAMILIARES;2019;152
ARAGÓN;4. RELACIONES FAMILIARES;2018;172
ARAGÓN;5. PATRIMONIO;2024;8.702
ARAGÓN;5. PATRIMONIO;2023;7.686
ARAGÓN;5. PATRIMONIO;2022;7.171
ARAGÓN;5. PATRIMONIO;2021;6.273
ARAGÓN;5. PATRIMONIO;2020;5.265
ARAGÓN;5. PATRIMONIO;2019;6.140
ARAGÓN;5. PATRIMONIO;2018;6.098
ARAGÓN;5.1.-Hurtos;2024;3.378
ARAGÓN;5.1.-Hurtos;2023;2.848
ARAGÓN;5.1.-Hurtos;2022;2.564
ARAGÓN;5.1.-Hurtos;2021;2.150
ARAGÓN;5.1.-Hurtos;2020;1.731
ARAGÓN;5.1.-Hurtos;2019;2.387
ARAGÓN;5.1.-Hurtos;2018;2.504
ARAGÓN;5.2.-Robos con fuerza en las cosas;2024;983
ARAGÓN;5.2.-Robos con fuerza en las cosas;2023;909
ARAGÓN;5.2.-Robos con fuerza en las cosas;2022;900
ARAGÓN;5.2.-Robos con fuerza en las cosas;2021;788
ARAGÓN;5.2.-Robos con fuerza en las cosas;2020;795
ARAGÓN;5.2.-Robos con fuerza en las cosas;2019;825
ARAGÓN;5.2.-Robos con fuerza en las cosas;2018;732
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2024;152
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2023;152
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2022;125
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2021;127
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2020;123
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2019;123
ARAGÓN;5.2.1.-Robos con fuerza en las cosas en el interior de vehículos;2018;99
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2024;311
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2023;299
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2022;240
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2021;228
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2020;251
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2019;272
ARAGÓN;5.2.2.-Robos con fuerza en viviendas;2018;318
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2024;236
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2023;206
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2022;305
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2021;212
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2020;274
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2019;188
ARAGÓN;5.2.3.-Robos con fuerza en establecimientos;2018;125
ARAGÓN;5.3.-Robos con violencia o intimidación;2024;686
ARAGÓN;5.3.-Robos con violencia o intimidación;2023;514
ARAGÓN;5.3.-Robos con violencia o intimidación;2022;569
ARAGÓN;5.3.-Robos con violencia o intimidación;2021;458
ARAGÓN;5.3.-Robos con violencia o intimidación;2020;369
ARAGÓN;5.3.-Robos con violencia o intimidación;2019;397
ARAGÓN;5.3.-Robos con violencia o intimidación;2018;368
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2024;406
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2023;301
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2022;354
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2021;249
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2020;212
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2019;219
ARAGÓN;5.3.1.-Robos con violencia en vía pública;2018;200
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2024;47
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2023;29
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2022;30
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2021;31
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2020;16
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2019;20
ARAGÓN;5.3.2.-Robos con violencia en viviendas;2018;23
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2024;193
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2023;149
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2022;156
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2021;129
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2020;112
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2019;127
ARAGÓN;5.3.3.-Robos con violencia en establecimientos;2018;105
ARAGÓN;5.4.-Sustracción de vehículos;2024;125
ARAGÓN;5.4.-Sustracción de vehículos;2023;133
ARAGÓN;5.4.-Sustracción de vehículos;2022;97
ARAGÓN;5.4.-Sustracción de vehículos;2021;93
ARAGÓN;5.4.-Sustracción de vehículos;2020;81
ARAGÓN;5.4.-Sustracción de vehículos;2019;67
ARAGÓN;5.4.-Sustracción de vehículos;2018;106
ARAGÓN;5.5.-Estafas;2024;1.989
ARAGÓN;5.5.-Estafas;2023;1.874
ARAGÓN;5.5.-Estafas;2022;1.619
ARAGÓN;5.5.-Estafas;2021;1.376
ARAGÓN;5.5.-Estafas;2020;1.048
ARAGÓN;5.5.-Estafas;2019;1.182
ARAGÓN;5.5.-Estafas;2018;1.116
ARAGÓN;5.5.1.-Estafas informáticas;2024;1.346
ARAGÓN;5.5.1.-Estafas informáticas;2023;1.274
ARAGÓN;5.5.1.-Estafas informáticas;2022;944
ARAGÓN;5.5.1.-Estafas informáticas;2021;827
ARAGÓN;5.5.1.-Estafas informáticas;2020;645
ARAGÓN;5.5.1.-Estafas informáticas;2019;505
ARAGÓN;5.5.1.-Estafas informáticas;2018;442
ARAGÓN;5.6.-Daños;2024;912
